"","geoid","region_type","region_name","year","measure","value","measure_type","measure_units"
"1",51153901222,"tract","Census Tract 9012.22, Prince William County, Virginia",2019,"perc_w_broadband",0.948564593301435,"percentage","person"
"2",51059480300,"tract","Census Tract 4803, Fairfax County, Virginia",2017,"perc_w_broadband",0.983050847457627,"percentage","person"
"3",51059471304,"tract","Census Tract 4713.04, Fairfax County, Virginia",2018,"perc_w_broadband",0.946401225114854,"percentage","person"
"4",51059481900,"tract","Census Tract 4819, Fairfax County, Virginia",2018,"perc_w_broadband",0.913761467889908,"percentage","person"
"5",51013103700,"tract","Census Tract 1037, Arlington County, Virginia",2017,"perc_w_broadband",0.957788944723618,"percentage","person"
"6",51059421101,"tract","Census Tract 4211.01, Fairfax County, Virginia",2019,"perc_w_broadband",0.96337890625,"percentage","person"
"7",51153901408,"tract","Census Tract 9014.08, Prince William County, Virginia",2017,"perc_w_broadband",0.87905138339921,"percentage","person"
"8",51059490101,"tract","Census Tract 4901.01, Fairfax County, Virginia",2017,"perc_w_broadband",0.890250399573788,"percentage","person"
"9",51059481106,"tract","Census Tract 4811.06, Fairfax County, Virginia",2018,"perc_w_broadband",0.989455184534271,"percentage","person"
"10",51059430700,"tract","Census Tract 4307, Fairfax County, Virginia",2017,"perc_w_broadband",0.908489525909592,"percentage","person"
"11",51153901005,"tract","Census Tract 9010.05, Prince William County, Virginia",2019,"perc_w_broadband",0.987492555092317,"percentage","person"
"12",51013101000,"tract","Census Tract 1010, Arlington County, Virginia",2018,"perc_w_broadband",0.925137903861308,"percentage","person"
"13",51510200303,"tract","Census Tract 2003.03, Alexandria city, Virginia",2019,"perc_w_broadband",0.849963045084996,"percentage","person"
"14",51059492202,"tract","Census Tract 4922.02, Fairfax County, Virginia",2018,"perc_w_broadband",0.98589562764457,"percentage","person"
"15",51059422202,"tract","Census Tract 4222.02, Fairfax County, Virginia",2019,"perc_w_broadband",0.960073428178063,"percentage","person"
"16",51153901505,"tract","Census Tract 9015.05, Prince William County, Virginia",2019,"perc_w_broadband",0.963445167751627,"percentage","person"
"17",51059461500,"tract","Census Tract 4615, Fairfax County, Virginia",2019,"perc_w_broadband",0.967441860465116,"percentage","person"
"18",51013102701,"tract","Census Tract 1027.01, Arlington County, Virginia",2018,"perc_w_broadband",0.664165103189493,"percentage","person"
"19",51059482504,"tract","Census Tract 4825.04, Fairfax County, Virginia",2017,"perc_w_broadband",0.944511459589867,"percentage","person"
"20",51153900403,"tract","Census Tract 9004.03, Prince William County, Virginia",2019,"perc_w_broadband",0.922265408106607,"percentage","person"
"21",51059432300,"tract","Census Tract 4323, Fairfax County, Virginia",2018,"perc_w_broadband",0.963668850506254,"percentage","person"
"22",51153901232,"tract","Census Tract 9012.32, Prince William County, Virginia",2019,"perc_w_broadband",0.986938775510204,"percentage","person"
"23",51013101803,"tract","Census Tract 1018.03, Arlington County, Virginia",2019,"perc_w_broadband",0.931594698589141,"percentage","person"
"24",51059431001,"tract","Census Tract 4310.01, Fairfax County, Virginia",2018,"perc_w_broadband",0.924090338770389,"percentage","person"
"25",51107611802,"tract","Census Tract 6118.02, Loudoun County, Virginia",2017,"perc_w_broadband",0.942724905987851,"percentage","person"
"26",51510200302,"tract","Census Tract 2003.02, Alexandria city, Virginia",2019,"perc_w_broadband",0.937102473498233,"percentage","person"
"27",51107611024,"tract","Census Tract 6110.24, Loudoun County, Virginia",2018,"perc_w_broadband",0.984110535405872,"percentage","person"
"28",51059480202,"tract","Census Tract 4802.02, Fairfax County, Virginia",2018,"perc_w_broadband",0.976956839795172,"percentage","person"
"29",51107611015,"tract","Census Tract 6110.15, Loudoun County, Virginia",2018,"perc_w_broadband",0.923766816143498,"percentage","person"
"30",51013102002,"tract","Census Tract 1020.02, Arlington County, Virginia",2018,"perc_w_broadband",0.868965517241379,"percentage","person"
"31",51059491301,"tract","Census Tract 4913.01, Fairfax County, Virginia",2019,"perc_w_broadband",0.9364694471387,"percentage","person"
"32",51059471000,"tract","Census Tract 4710, Fairfax County, Virginia",2019,"perc_w_broadband",0.986111111111111,"percentage","person"
"33",51107611206,"tract","Census Tract 6112.06, Loudoun County, Virginia",2019,"perc_w_broadband",0.971812940422806,"percentage","person"
"34",51059421500,"tract","Census Tract 4215, Fairfax County, Virginia",2019,"perc_w_broadband",0.894548704200179,"percentage","person"
"35",51059421701,"tract","Census Tract 4217.01, Fairfax County, Virginia",2019,"perc_w_broadband",0.877130681818182,"percentage","person"
"36",51059450100,"tract","Census Tract 4501, Fairfax County, Virginia",2017,"perc_w_broadband",0.94362292051756,"percentage","person"
"37",51059430203,"tract","Census Tract 4302.03, Fairfax County, Virginia",2019,"perc_w_broadband",0.968713789107764,"percentage","person"
"38",51013103300,"tract","Census Tract 1033, Arlington County, Virginia",2019,"perc_w_broadband",0.844335778321108,"percentage","person"
"39",51059450200,"tract","Census Tract 4502, Fairfax County, Virginia",2017,"perc_w_broadband",0.826819923371648,"percentage","person"
"40",51153901407,"tract","Census Tract 9014.07, Prince William County, Virginia",2017,"perc_w_broadband",0.919354838709677,"percentage","person"
"41",51107610800,"tract","Census Tract 6108, Loudoun County, Virginia",2019,"perc_w_broadband",0.87032967032967,"percentage","person"
"42",51059480100,"tract","Census Tract 4801, Fairfax County, Virginia",2017,"perc_w_broadband",0.974964234620887,"percentage","person"
"43",51059440701,"tract","Census Tract 4407.01, Fairfax County, Virginia",2017,"perc_w_broadband",0.946192893401015,"percentage","person"
"44",51107611012,"tract","Census Tract 6110.12, Loudoun County, Virginia",2019,"perc_w_broadband",0.982253086419753,"percentage","person"
"45",51107611205,"tract","Census Tract 6112.05, Loudoun County, Virginia",2017,"perc_w_broadband",0.946370530877573,"percentage","person"
"46",51059421400,"tract","Census Tract 4214, Fairfax County, Virginia",2019,"perc_w_broadband",0.803030303030303,"percentage","person"
"47",51059430600,"tract","Census Tract 4306, Fairfax County, Virginia",2018,"perc_w_broadband",0.890153671030165,"percentage","person"
