"","geoid","region_name","year","value","region_type","measure","measure_type","measure_units"
"2476",51059421400,"Census Tract 4214, Fairfax County, Virginia",2015,8.574028456,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2477",51059421400,"Census Tract 4214, Fairfax County, Virginia",2015,8.574028456,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2478",51059421400,"Census Tract 4214, Fairfax County, Virginia",2015,8.574028456,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2479",51059421400,"Census Tract 4214, Fairfax County, Virginia",2015,8.574028456,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2480",51059421400,"Census Tract 4214, Fairfax County, Virginia",2015,8.574028456,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2481",51059421400,"Census Tract 4214, Fairfax County, Virginia",2016,5.533610104,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2482",51059421400,"Census Tract 4214, Fairfax County, Virginia",2016,5.533610104,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2483",51059421400,"Census Tract 4214, Fairfax County, Virginia",2016,5.533610104,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2484",51059421400,"Census Tract 4214, Fairfax County, Virginia",2016,5.533610104,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2485",51059421400,"Census Tract 4214, Fairfax County, Virginia",2016,5.533610104,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2486",51059421400,"Census Tract 4214, Fairfax County, Virginia",2017,11.0110509,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2487",51059421400,"Census Tract 4214, Fairfax County, Virginia",2017,11.0110509,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2488",51059421400,"Census Tract 4214, Fairfax County, Virginia",2017,11.0110509,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2489",51059421400,"Census Tract 4214, Fairfax County, Virginia",2017,11.0110509,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2490",51059421400,"Census Tract 4214, Fairfax County, Virginia",2017,11.0110509,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2491",51059421400,"Census Tract 4214, Fairfax County, Virginia",2018,9.007853891,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2492",51059421400,"Census Tract 4214, Fairfax County, Virginia",2018,9.007853891,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2493",51059421400,"Census Tract 4214, Fairfax County, Virginia",2018,9.007853891,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2494",51059421400,"Census Tract 4214, Fairfax County, Virginia",2018,9.007853891,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2495",51059421400,"Census Tract 4214, Fairfax County, Virginia",2018,9.007853891,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2496",51059421400,"Census Tract 4214, Fairfax County, Virginia",2019,6.670579361,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2497",51059421400,"Census Tract 4214, Fairfax County, Virginia",2019,6.670579361,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2498",51059421400,"Census Tract 4214, Fairfax County, Virginia",2019,6.670579361,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2499",51059421400,"Census Tract 4214, Fairfax County, Virginia",2019,6.670579361,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2500",51059421400,"Census Tract 4214, Fairfax County, Virginia",2019,6.670579361,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2501",51059421500,"Census Tract 4215, Fairfax County, Virginia",2015,11.69978006,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2502",51059421500,"Census Tract 4215, Fairfax County, Virginia",2015,11.69978006,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2503",51059421500,"Census Tract 4215, Fairfax County, Virginia",2015,11.69978006,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2504",51059421500,"Census Tract 4215, Fairfax County, Virginia",2015,11.69978006,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2505",51059421500,"Census Tract 4215, Fairfax County, Virginia",2015,11.69978006,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2506",51059421500,"Census Tract 4215, Fairfax County, Virginia",2016,21.39994231,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2507",51059421500,"Census Tract 4215, Fairfax County, Virginia",2016,21.39994231,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2508",51059421500,"Census Tract 4215, Fairfax County, Virginia",2016,21.39994231,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2509",51059421500,"Census Tract 4215, Fairfax County, Virginia",2016,21.39994231,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2510",51059421500,"Census Tract 4215, Fairfax County, Virginia",2016,21.39994231,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2511",51059421500,"Census Tract 4215, Fairfax County, Virginia",2017,11.22480101,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2512",51059421500,"Census Tract 4215, Fairfax County, Virginia",2017,11.22480101,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2513",51059421500,"Census Tract 4215, Fairfax County, Virginia",2017,11.22480101,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2514",51059421500,"Census Tract 4215, Fairfax County, Virginia",2017,11.22480101,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2515",51059421500,"Census Tract 4215, Fairfax County, Virginia",2017,11.22480101,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2516",51059421500,"Census Tract 4215, Fairfax County, Virginia",2018,14.50275718,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2517",51059421500,"Census Tract 4215, Fairfax County, Virginia",2018,14.50275718,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2518",51059421500,"Census Tract 4215, Fairfax County, Virginia",2018,14.50275718,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2519",51059421500,"Census Tract 4215, Fairfax County, Virginia",2018,14.50275718,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2520",51059421500,"Census Tract 4215, Fairfax County, Virginia",2018,14.50275718,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2521",51059421500,"Census Tract 4215, Fairfax County, Virginia",2019,9.621132119,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2522",51059421500,"Census Tract 4215, Fairfax County, Virginia",2019,9.621132119,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2523",51059421500,"Census Tract 4215, Fairfax County, Virginia",2019,9.621132119,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2524",51059421500,"Census Tract 4215, Fairfax County, Virginia",2019,9.621132119,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2525",51059421500,"Census Tract 4215, Fairfax County, Virginia",2019,9.621132119,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2526",51059421600,"Census Tract 4216, Fairfax County, Virginia",2015,9.27425922,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2527",51059421600,"Census Tract 4216, Fairfax County, Virginia",2015,9.27425922,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2528",51059421600,"Census Tract 4216, Fairfax County, Virginia",2015,9.27425922,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2529",51059421600,"Census Tract 4216, Fairfax County, Virginia",2015,9.27425922,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2530",51059421600,"Census Tract 4216, Fairfax County, Virginia",2015,9.27425922,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2531",51059421600,"Census Tract 4216, Fairfax County, Virginia",2016,12.18582872,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2532",51059421600,"Census Tract 4216, Fairfax County, Virginia",2016,12.18582872,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2533",51059421600,"Census Tract 4216, Fairfax County, Virginia",2016,12.18582872,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2534",51059421600,"Census Tract 4216, Fairfax County, Virginia",2016,12.18582872,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2535",51059421600,"Census Tract 4216, Fairfax County, Virginia",2016,12.18582872,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2536",51059421600,"Census Tract 4216, Fairfax County, Virginia",2017,12.24455871,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2537",51059421600,"Census Tract 4216, Fairfax County, Virginia",2017,12.24455871,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2538",51059421600,"Census Tract 4216, Fairfax County, Virginia",2017,12.24455871,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2539",51059421600,"Census Tract 4216, Fairfax County, Virginia",2017,12.24455871,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2540",51059421600,"Census Tract 4216, Fairfax County, Virginia",2017,12.24455871,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2541",51059421600,"Census Tract 4216, Fairfax County, Virginia",2018,10.86353943,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2542",51059421600,"Census Tract 4216, Fairfax County, Virginia",2018,10.86353943,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2543",51059421600,"Census Tract 4216, Fairfax County, Virginia",2018,10.86353943,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2544",51059421600,"Census Tract 4216, Fairfax County, Virginia",2018,10.86353943,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2545",51059421600,"Census Tract 4216, Fairfax County, Virginia",2018,10.86353943,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2546",51059421600,"Census Tract 4216, Fairfax County, Virginia",2019,21.86345197,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2547",51059421600,"Census Tract 4216, Fairfax County, Virginia",2019,21.86345197,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2548",51059421600,"Census Tract 4216, Fairfax County, Virginia",2019,21.86345197,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2549",51059421600,"Census Tract 4216, Fairfax County, Virginia",2019,21.86345197,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2550",51059421600,"Census Tract 4216, Fairfax County, Virginia",2019,21.86345197,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2551",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2015,7.927082226,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2552",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2015,7.927082226,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2553",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2015,7.927082226,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2554",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2015,7.927082226,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2555",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2015,7.927082226,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2556",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2016,9.129168731,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2557",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2016,9.129168731,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2558",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2016,9.129168731,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2559",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2016,9.129168731,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2560",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2016,9.129168731,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2561",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2017,6.937721184,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2562",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2017,6.937721184,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2563",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2017,6.937721184,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2564",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2017,6.937721184,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2565",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2017,6.937721184,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2566",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2018,9.890741613,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2567",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2018,9.890741613,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2568",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2018,9.890741613,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2569",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2018,9.890741613,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2570",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2018,9.890741613,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2571",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2019,11.80382908,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2572",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2019,11.80382908,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2573",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2019,11.80382908,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2574",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2019,11.80382908,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2575",51059421701,"Census Tract 4217.01, Fairfax County, Virginia",2019,11.80382908,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2576",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2015,10.64818083,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2577",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2015,10.64818083,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2578",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2015,10.64818083,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2579",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2015,10.64818083,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2580",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2015,10.64818083,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2581",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2016,12.91051079,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2582",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2016,12.91051079,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2583",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2016,12.91051079,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2584",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2016,12.91051079,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2585",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2016,12.91051079,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2586",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2017,7.181159543,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2587",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2017,7.181159543,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2588",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2017,7.181159543,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2589",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2017,7.181159543,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2590",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2017,7.181159543,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2591",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2018,10.42789614,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2592",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2018,10.42789614,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2593",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2018,10.42789614,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2594",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2018,10.42789614,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2595",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2018,10.42789614,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2596",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2019,11.81777205,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2597",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2019,11.81777205,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2598",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2019,11.81777205,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2599",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2019,11.81777205,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2600",51059421702,"Census Tract 4217.02, Fairfax County, Virginia",2019,11.81777205,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2601",51059421800,"Census Tract 4218, Fairfax County, Virginia",2015,7.070526718,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2602",51059421800,"Census Tract 4218, Fairfax County, Virginia",2015,7.070526718,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2603",51059421800,"Census Tract 4218, Fairfax County, Virginia",2015,7.070526718,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2604",51059421800,"Census Tract 4218, Fairfax County, Virginia",2015,7.070526718,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2605",51059421800,"Census Tract 4218, Fairfax County, Virginia",2015,7.070526718,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2606",51059421800,"Census Tract 4218, Fairfax County, Virginia",2016,7.097182579,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2607",51059421800,"Census Tract 4218, Fairfax County, Virginia",2016,7.097182579,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2608",51059421800,"Census Tract 4218, Fairfax County, Virginia",2016,7.097182579,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2609",51059421800,"Census Tract 4218, Fairfax County, Virginia",2016,7.097182579,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2610",51059421800,"Census Tract 4218, Fairfax County, Virginia",2016,7.097182579,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2611",51059421800,"Census Tract 4218, Fairfax County, Virginia",2017,11.34318237,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2612",51059421800,"Census Tract 4218, Fairfax County, Virginia",2017,11.34318237,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2613",51059421800,"Census Tract 4218, Fairfax County, Virginia",2017,11.34318237,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2614",51059421800,"Census Tract 4218, Fairfax County, Virginia",2017,11.34318237,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2615",51059421800,"Census Tract 4218, Fairfax County, Virginia",2017,11.34318237,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2616",51059421800,"Census Tract 4218, Fairfax County, Virginia",2018,15.42045198,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2617",51059421800,"Census Tract 4218, Fairfax County, Virginia",2018,15.42045198,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2618",51059421800,"Census Tract 4218, Fairfax County, Virginia",2018,15.42045198,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2619",51059421800,"Census Tract 4218, Fairfax County, Virginia",2018,15.42045198,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2620",51059421800,"Census Tract 4218, Fairfax County, Virginia",2018,15.42045198,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2621",51059421800,"Census Tract 4218, Fairfax County, Virginia",2019,10.61960619,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2622",51059421800,"Census Tract 4218, Fairfax County, Virginia",2019,10.61960619,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2623",51059421800,"Census Tract 4218, Fairfax County, Virginia",2019,10.61960619,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2624",51059421800,"Census Tract 4218, Fairfax County, Virginia",2019,10.61960619,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2625",51059421800,"Census Tract 4218, Fairfax County, Virginia",2019,10.61960619,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2626",51059421900,"Census Tract 4219, Fairfax County, Virginia",2015,8.960315278,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2627",51059421900,"Census Tract 4219, Fairfax County, Virginia",2015,8.960315278,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2628",51059421900,"Census Tract 4219, Fairfax County, Virginia",2015,8.960315278,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2629",51059421900,"Census Tract 4219, Fairfax County, Virginia",2015,8.960315278,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2630",51059421900,"Census Tract 4219, Fairfax County, Virginia",2015,8.960315278,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2631",51059421900,"Census Tract 4219, Fairfax County, Virginia",2016,11.78127794,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2632",51059421900,"Census Tract 4219, Fairfax County, Virginia",2016,11.78127794,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2633",51059421900,"Census Tract 4219, Fairfax County, Virginia",2016,11.78127794,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2634",51059421900,"Census Tract 4219, Fairfax County, Virginia",2016,11.78127794,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2635",51059421900,"Census Tract 4219, Fairfax County, Virginia",2016,11.78127794,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2636",51059421900,"Census Tract 4219, Fairfax County, Virginia",2017,8.508890956,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2637",51059421900,"Census Tract 4219, Fairfax County, Virginia",2017,8.508890956,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2638",51059421900,"Census Tract 4219, Fairfax County, Virginia",2017,8.508890956,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2639",51059421900,"Census Tract 4219, Fairfax County, Virginia",2017,8.508890956,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2640",51059421900,"Census Tract 4219, Fairfax County, Virginia",2017,8.508890956,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2641",51059421900,"Census Tract 4219, Fairfax County, Virginia",2018,10.58039827,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2642",51059421900,"Census Tract 4219, Fairfax County, Virginia",2018,10.58039827,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2643",51059421900,"Census Tract 4219, Fairfax County, Virginia",2018,10.58039827,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2644",51059421900,"Census Tract 4219, Fairfax County, Virginia",2018,10.58039827,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2645",51059421900,"Census Tract 4219, Fairfax County, Virginia",2018,10.58039827,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2646",51059421900,"Census Tract 4219, Fairfax County, Virginia",2019,8.220257803,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2647",51059421900,"Census Tract 4219, Fairfax County, Virginia",2019,8.220257803,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2648",51059421900,"Census Tract 4219, Fairfax County, Virginia",2019,8.220257803,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2649",51059421900,"Census Tract 4219, Fairfax County, Virginia",2019,8.220257803,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2650",51059421900,"Census Tract 4219, Fairfax County, Virginia",2019,8.220257803,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2651",51059422000,"Census Tract 4220, Fairfax County, Virginia",2015,6.009577349,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2652",51059422000,"Census Tract 4220, Fairfax County, Virginia",2015,6.009577349,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2653",51059422000,"Census Tract 4220, Fairfax County, Virginia",2015,6.009577349,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2654",51059422000,"Census Tract 4220, Fairfax County, Virginia",2015,6.009577349,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2655",51059422000,"Census Tract 4220, Fairfax County, Virginia",2015,6.009577349,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2656",51059422000,"Census Tract 4220, Fairfax County, Virginia",2016,9.514687558,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2657",51059422000,"Census Tract 4220, Fairfax County, Virginia",2016,9.514687558,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2658",51059422000,"Census Tract 4220, Fairfax County, Virginia",2016,9.514687558,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2659",51059422000,"Census Tract 4220, Fairfax County, Virginia",2016,9.514687558,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2660",51059422000,"Census Tract 4220, Fairfax County, Virginia",2016,9.514687558,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2661",51059422000,"Census Tract 4220, Fairfax County, Virginia",2017,10.35705444,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2662",51059422000,"Census Tract 4220, Fairfax County, Virginia",2017,10.35705444,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2663",51059422000,"Census Tract 4220, Fairfax County, Virginia",2017,10.35705444,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2664",51059422000,"Census Tract 4220, Fairfax County, Virginia",2017,10.35705444,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2665",51059422000,"Census Tract 4220, Fairfax County, Virginia",2017,10.35705444,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2666",51059422000,"Census Tract 4220, Fairfax County, Virginia",2018,12.08512041,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2667",51059422000,"Census Tract 4220, Fairfax County, Virginia",2018,12.08512041,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2668",51059422000,"Census Tract 4220, Fairfax County, Virginia",2018,12.08512041,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2669",51059422000,"Census Tract 4220, Fairfax County, Virginia",2018,12.08512041,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
"2670",51059422000,"Census Tract 4220, Fairfax County, Virginia",2018,12.08512041,"tract","perc_poor_phys_hlth_days_14_and_over","mean","days"
