geoid,measure,value,year,region_type,measure_type,region_name
240317010022,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 2, Census Tract 7010.02, Montgomery County, Maryland"
240317010023,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 3, Census Tract 7010.02, Montgomery County, Maryland"
240317010041,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 1, Census Tract 7010.04, Montgomery County, Maryland"
240317010042,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 2, Census Tract 7010.04, Montgomery County, Maryland"
240317010043,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 3, Census Tract 7010.04, Montgomery County, Maryland"
240317010044,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 4, Census Tract 7010.04, Montgomery County, Maryland"
240317010051,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 1, Census Tract 7010.05, Montgomery County, Maryland"
240317010052,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 2, Census Tract 7010.05, Montgomery County, Maryland"
240317010061,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 1, Census Tract 7010.06, Montgomery County, Maryland"
240317010062,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 2, Census Tract 7010.06, Montgomery County, Maryland"
240317010063,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 3, Census Tract 7010.06, Montgomery County, Maryland"
240317010071,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 1, Census Tract 7010.07, Montgomery County, Maryland"
240317010072,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 2, Census Tract 7010.07, Montgomery County, Maryland"
240317011011,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 1, Census Tract 7011.01, Montgomery County, Maryland"
240317011012,obgyns_2sfca,1.38285344723854,2021,block group,index,"Block Group 2, Census Tract 7011.01, Montgomery County, Maryland"
240317011013,obgyns_2sfca,1.38285344723854,2021,block group,index,"Block Group 3, Census Tract 7011.01, Montgomery County, Maryland"
240317011014,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 4, Census Tract 7011.01, Montgomery County, Maryland"
240317011015,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 5, Census Tract 7011.01, Montgomery County, Maryland"
240317011021,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 1, Census Tract 7011.02, Montgomery County, Maryland"
240317011022,obgyns_2sfca,1.38285344723854,2021,block group,index,"Block Group 2, Census Tract 7011.02, Montgomery County, Maryland"
240317011023,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 3, Census Tract 7011.02, Montgomery County, Maryland"
240317011024,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 4, Census Tract 7011.02, Montgomery County, Maryland"
240317011025,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 5, Census Tract 7011.02, Montgomery County, Maryland"
240317012011,obgyns_2sfca,1.4139557916443,2021,block group,index,"Block Group 1, Census Tract 7012.01, Montgomery County, Maryland"
240317012012,obgyns_2sfca,1.4139557916443,2021,block group,index,"Block Group 2, Census Tract 7012.01, Montgomery County, Maryland"
240317012013,obgyns_2sfca,1.43270279368008,2021,block group,index,"Block Group 3, Census Tract 7012.01, Montgomery County, Maryland"
240317012021,obgyns_2sfca,1.4139557916443,2021,block group,index,"Block Group 1, Census Tract 7012.02, Montgomery County, Maryland"
240317012022,obgyns_2sfca,1.4139557916443,2021,block group,index,"Block Group 2, Census Tract 7012.02, Montgomery County, Maryland"
240317012051,obgyns_2sfca,1.46075629973624,2021,block group,index,"Block Group 1, Census Tract 7012.05, Montgomery County, Maryland"
240317012052,obgyns_2sfca,1.46075629973624,2021,block group,index,"Block Group 2, Census Tract 7012.05, Montgomery County, Maryland"
240317012053,obgyns_2sfca,1.38285344723854,2021,block group,index,"Block Group 3, Census Tract 7012.05, Montgomery County, Maryland"
240317012054,obgyns_2sfca,1.38285344723854,2021,block group,index,"Block Group 4, Census Tract 7012.05, Montgomery County, Maryland"
240317012061,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 1, Census Tract 7012.06, Montgomery County, Maryland"
240317012062,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 2, Census Tract 7012.06, Montgomery County, Maryland"
240317012063,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 3, Census Tract 7012.06, Montgomery County, Maryland"
240317012064,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 4, Census Tract 7012.06, Montgomery County, Maryland"
240317012101,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 1, Census Tract 7012.10, Montgomery County, Maryland"
240317012102,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 2, Census Tract 7012.10, Montgomery County, Maryland"
240317012103,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 3, Census Tract 7012.10, Montgomery County, Maryland"
240317012111,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 1, Census Tract 7012.11, Montgomery County, Maryland"
240317012112,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 2, Census Tract 7012.11, Montgomery County, Maryland"
240317012113,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 3, Census Tract 7012.11, Montgomery County, Maryland"
240317012121,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 1, Census Tract 7012.12, Montgomery County, Maryland"
240317012122,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 2, Census Tract 7012.12, Montgomery County, Maryland"
240317012123,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 3, Census Tract 7012.12, Montgomery County, Maryland"
240317012131,obgyns_2sfca,1.40286170964897,2021,block group,index,"Block Group 1, Census Tract 7012.13, Montgomery County, Maryland"
240317012132,obgyns_2sfca,1.40286170964897,2021,block group,index,"Block Group 2, Census Tract 7012.13, Montgomery County, Maryland"
240317012133,obgyns_2sfca,1.4139557916443,2021,block group,index,"Block Group 3, Census Tract 7012.13, Montgomery County, Maryland"
240317012134,obgyns_2sfca,1.40286170964897,2021,block group,index,"Block Group 4, Census Tract 7012.13, Montgomery County, Maryland"
240317012135,obgyns_2sfca,1.40286170964897,2021,block group,index,"Block Group 5, Census Tract 7012.13, Montgomery County, Maryland"
240317012141,obgyns_2sfca,1.43270279368008,2021,block group,index,"Block Group 1, Census Tract 7012.14, Montgomery County, Maryland"
240317012142,obgyns_2sfca,1.43270279368008,2021,block group,index,"Block Group 2, Census Tract 7012.14, Montgomery County, Maryland"
240317012151,obgyns_2sfca,1.43270279368008,2021,block group,index,"Block Group 1, Census Tract 7012.15, Montgomery County, Maryland"
240317012152,obgyns_2sfca,1.43270279368008,2021,block group,index,"Block Group 2, Census Tract 7012.15, Montgomery County, Maryland"
240317012153,obgyns_2sfca,1.4139557916443,2021,block group,index,"Block Group 3, Census Tract 7012.15, Montgomery County, Maryland"
240317012154,obgyns_2sfca,1.4139557916443,2021,block group,index,"Block Group 4, Census Tract 7012.15, Montgomery County, Maryland"
240317012161,obgyns_2sfca,1.40286170964897,2021,block group,index,"Block Group 1, Census Tract 7012.16, Montgomery County, Maryland"
240317012162,obgyns_2sfca,1.40286170964897,2021,block group,index,"Block Group 2, Census Tract 7012.16, Montgomery County, Maryland"
240317012163,obgyns_2sfca,1.4139557916443,2021,block group,index,"Block Group 3, Census Tract 7012.16, Montgomery County, Maryland"
240317012164,obgyns_2sfca,1.40286170964897,2021,block group,index,"Block Group 4, Census Tract 7012.16, Montgomery County, Maryland"
240317012181,obgyns_2sfca,1.38285344723854,2021,block group,index,"Block Group 1, Census Tract 7012.18, Montgomery County, Maryland"
240317012183,obgyns_2sfca,1.40286170964897,2021,block group,index,"Block Group 3, Census Tract 7012.18, Montgomery County, Maryland"
240317012191,obgyns_2sfca,1.40286170964897,2021,block group,index,"Block Group 1, Census Tract 7012.19, Montgomery County, Maryland"
240317012201,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 1, Census Tract 7012.20, Montgomery County, Maryland"
240317012202,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 2, Census Tract 7012.20, Montgomery County, Maryland"
240317012211,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 1, Census Tract 7012.21, Montgomery County, Maryland"
240317012212,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 2, Census Tract 7012.21, Montgomery County, Maryland"
240317013031,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 1, Census Tract 7013.03, Montgomery County, Maryland"
240317013032,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 2, Census Tract 7013.03, Montgomery County, Maryland"
240317013041,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 1, Census Tract 7013.04, Montgomery County, Maryland"
240317013042,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 2, Census Tract 7013.04, Montgomery County, Maryland"
240317013043,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 3, Census Tract 7013.04, Montgomery County, Maryland"
240317013044,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 4, Census Tract 7013.04, Montgomery County, Maryland"
240317013061,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 1, Census Tract 7013.06, Montgomery County, Maryland"
240317013062,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 2, Census Tract 7013.06, Montgomery County, Maryland"
240317013071,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 1, Census Tract 7013.07, Montgomery County, Maryland"
240317013081,obgyns_2sfca,1.4139557916443,2021,block group,index,"Block Group 1, Census Tract 7013.08, Montgomery County, Maryland"
240317013082,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 2, Census Tract 7013.08, Montgomery County, Maryland"
240317013121,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 1, Census Tract 7013.12, Montgomery County, Maryland"
240317013122,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 2, Census Tract 7013.12, Montgomery County, Maryland"
240317013123,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 3, Census Tract 7013.12, Montgomery County, Maryland"
240317013124,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 4, Census Tract 7013.12, Montgomery County, Maryland"
240317013131,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 1, Census Tract 7013.13, Montgomery County, Maryland"
240317013132,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 2, Census Tract 7013.13, Montgomery County, Maryland"
240317013141,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 1, Census Tract 7013.14, Montgomery County, Maryland"
240317013142,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 2, Census Tract 7013.14, Montgomery County, Maryland"
240317013151,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 1, Census Tract 7013.15, Montgomery County, Maryland"
240317013152,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 2, Census Tract 7013.15, Montgomery County, Maryland"
240317013161,obgyns_2sfca,1.4139557916443,2021,block group,index,"Block Group 1, Census Tract 7013.16, Montgomery County, Maryland"
240317013162,obgyns_2sfca,1.43270279368008,2021,block group,index,"Block Group 2, Census Tract 7013.16, Montgomery County, Maryland"
240317013171,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 1, Census Tract 7013.17, Montgomery County, Maryland"
240317013172,obgyns_2sfca,0.549275916605298,2021,block group,index,"Block Group 2, Census Tract 7013.17, Montgomery County, Maryland"
240317013173,obgyns_2sfca,0.680216722093983,2021,block group,index,"Block Group 3, Census Tract 7013.17, Montgomery County, Maryland"
240317014071,obgyns_2sfca,1.43270279368008,2021,block group,index,"Block Group 1, Census Tract 7014.07, Montgomery County, Maryland"
240317014072,obgyns_2sfca,1.3678669130799,2021,block group,index,"Block Group 2, Census Tract 7014.07, Montgomery County, Maryland"
240317014073,obgyns_2sfca,1.3678669130799,2021,block group,index,"Block Group 3, Census Tract 7014.07, Montgomery County, Maryland"
240317014081,obgyns_2sfca,1.3678669130799,2021,block group,index,"Block Group 1, Census Tract 7014.08, Montgomery County, Maryland"
240317014082,obgyns_2sfca,1.3678669130799,2021,block group,index,"Block Group 2, Census Tract 7014.08, Montgomery County, Maryland"
240317014083,obgyns_2sfca,1.3678669130799,2021,block group,index,"Block Group 3, Census Tract 7014.08, Montgomery County, Maryland"
240317014084,obgyns_2sfca,1.3678669130799,2021,block group,index,"Block Group 4, Census Tract 7014.08, Montgomery County, Maryland"
240317014091,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 1, Census Tract 7014.09, Montgomery County, Maryland"
240317014092,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 2, Census Tract 7014.09, Montgomery County, Maryland"
240317014093,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 3, Census Tract 7014.09, Montgomery County, Maryland"
240317014101,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 1, Census Tract 7014.10, Montgomery County, Maryland"
240317014102,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 2, Census Tract 7014.10, Montgomery County, Maryland"
240317014103,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 3, Census Tract 7014.10, Montgomery County, Maryland"
240317014141,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 1, Census Tract 7014.14, Montgomery County, Maryland"
240317014142,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 2, Census Tract 7014.14, Montgomery County, Maryland"
240317014143,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 3, Census Tract 7014.14, Montgomery County, Maryland"
240317014144,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 4, Census Tract 7014.14, Montgomery County, Maryland"
240317014151,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 1, Census Tract 7014.15, Montgomery County, Maryland"
240317014152,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 2, Census Tract 7014.15, Montgomery County, Maryland"
240317014153,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 3, Census Tract 7014.15, Montgomery County, Maryland"
240317014154,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 4, Census Tract 7014.15, Montgomery County, Maryland"
240317014155,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 5, Census Tract 7014.15, Montgomery County, Maryland"
240317014171,obgyns_2sfca,1.41173452760226,2021,block group,index,"Block Group 1, Census Tract 7014.17, Montgomery County, Maryland"
240317014172,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 2, Census Tract 7014.17, Montgomery County, Maryland"
240317014173,obgyns_2sfca,1.41173452760226,2021,block group,index,"Block Group 3, Census Tract 7014.17, Montgomery County, Maryland"
240317014174,obgyns_2sfca,1.41173452760226,2021,block group,index,"Block Group 4, Census Tract 7014.17, Montgomery County, Maryland"
240317014181,obgyns_2sfca,1.41173452760226,2021,block group,index,"Block Group 1, Census Tract 7014.18, Montgomery County, Maryland"
240317014201,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 1, Census Tract 7014.20, Montgomery County, Maryland"
240317014202,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 2, Census Tract 7014.20, Montgomery County, Maryland"
240317014203,obgyns_2sfca,1.41173452760226,2021,block group,index,"Block Group 3, Census Tract 7014.20, Montgomery County, Maryland"
240317014204,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 4, Census Tract 7014.20, Montgomery County, Maryland"
240317014211,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 1, Census Tract 7014.21, Montgomery County, Maryland"
240317014221,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 1, Census Tract 7014.22, Montgomery County, Maryland"
240317014222,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 2, Census Tract 7014.22, Montgomery County, Maryland"
240317014231,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 1, Census Tract 7014.23, Montgomery County, Maryland"
240317014232,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 2, Census Tract 7014.23, Montgomery County, Maryland"
240317014233,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 3, Census Tract 7014.23, Montgomery County, Maryland"
240317015031,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 1, Census Tract 7015.03, Montgomery County, Maryland"
240317015032,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 2, Census Tract 7015.03, Montgomery County, Maryland"
240317015033,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 3, Census Tract 7015.03, Montgomery County, Maryland"
240317015034,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 4, Census Tract 7015.03, Montgomery County, Maryland"
240317015051,obgyns_2sfca,1.41173452760226,2021,block group,index,"Block Group 1, Census Tract 7015.05, Montgomery County, Maryland"
240317015052,obgyns_2sfca,1.41173452760226,2021,block group,index,"Block Group 2, Census Tract 7015.05, Montgomery County, Maryland"
240317015053,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 3, Census Tract 7015.05, Montgomery County, Maryland"
240317015061,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 1, Census Tract 7015.06, Montgomery County, Maryland"
240317015062,obgyns_2sfca,1.41173452760226,2021,block group,index,"Block Group 2, Census Tract 7015.06, Montgomery County, Maryland"
240317015063,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 3, Census Tract 7015.06, Montgomery County, Maryland"
240317015071,obgyns_2sfca,1.3678669130799,2021,block group,index,"Block Group 1, Census Tract 7015.07, Montgomery County, Maryland"
240317015072,obgyns_2sfca,1.3678669130799,2021,block group,index,"Block Group 2, Census Tract 7015.07, Montgomery County, Maryland"
240317015073,obgyns_2sfca,1.3678669130799,2021,block group,index,"Block Group 3, Census Tract 7015.07, Montgomery County, Maryland"
240317015081,obgyns_2sfca,1.41173452760226,2021,block group,index,"Block Group 1, Census Tract 7015.08, Montgomery County, Maryland"
240317015082,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 2, Census Tract 7015.08, Montgomery County, Maryland"
240317015083,obgyns_2sfca,1.41173452760226,2021,block group,index,"Block Group 3, Census Tract 7015.08, Montgomery County, Maryland"
240317015091,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 1, Census Tract 7015.09, Montgomery County, Maryland"
240317015092,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 2, Census Tract 7015.09, Montgomery County, Maryland"
240317015093,obgyns_2sfca,1.41173452760226,2021,block group,index,"Block Group 3, Census Tract 7015.09, Montgomery County, Maryland"
240317015094,obgyns_2sfca,1.41173452760226,2021,block group,index,"Block Group 4, Census Tract 7015.09, Montgomery County, Maryland"
240317016011,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 1, Census Tract 7016.01, Montgomery County, Maryland"
240317016021,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 1, Census Tract 7016.02, Montgomery County, Maryland"
240317016022,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 2, Census Tract 7016.02, Montgomery County, Maryland"
240317016023,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 3, Census Tract 7016.02, Montgomery County, Maryland"
240317016024,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 4, Census Tract 7016.02, Montgomery County, Maryland"
240317017011,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 1, Census Tract 7017.01, Montgomery County, Maryland"
240317017012,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 2, Census Tract 7017.01, Montgomery County, Maryland"
240317017013,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 3, Census Tract 7017.01, Montgomery County, Maryland"
240317017021,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 1, Census Tract 7017.02, Montgomery County, Maryland"
240317017031,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 1, Census Tract 7017.03, Montgomery County, Maryland"
240317017032,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 2, Census Tract 7017.03, Montgomery County, Maryland"
240317017033,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 3, Census Tract 7017.03, Montgomery County, Maryland"
240317017041,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 1, Census Tract 7017.04, Montgomery County, Maryland"
240317017042,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 2, Census Tract 7017.04, Montgomery County, Maryland"
240317018001,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 1, Census Tract 7018, Montgomery County, Maryland"
240317018002,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 2, Census Tract 7018, Montgomery County, Maryland"
240317018003,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 3, Census Tract 7018, Montgomery County, Maryland"
240317018004,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 4, Census Tract 7018, Montgomery County, Maryland"
240317019001,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 1, Census Tract 7019, Montgomery County, Maryland"
240317019002,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 2, Census Tract 7019, Montgomery County, Maryland"
240317019003,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 3, Census Tract 7019, Montgomery County, Maryland"
240317020001,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 1, Census Tract 7020, Montgomery County, Maryland"
240317020002,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 2, Census Tract 7020, Montgomery County, Maryland"
240317020003,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 3, Census Tract 7020, Montgomery County, Maryland"
240317021011,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 1, Census Tract 7021.01, Montgomery County, Maryland"
240317021012,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 2, Census Tract 7021.01, Montgomery County, Maryland"
240317021013,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 3, Census Tract 7021.01, Montgomery County, Maryland"
240317021014,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 4, Census Tract 7021.01, Montgomery County, Maryland"
240317021021,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 1, Census Tract 7021.02, Montgomery County, Maryland"
240317021022,obgyns_2sfca,1.19081245831009,2021,block group,index,"Block Group 2, Census Tract 7021.02, Montgomery County, Maryland"
240317021023,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 3, Census Tract 7021.02, Montgomery County, Maryland"
240317022001,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 1, Census Tract 7022, Montgomery County, Maryland"
240317022002,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 2, Census Tract 7022, Montgomery County, Maryland"
240317022003,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 3, Census Tract 7022, Montgomery County, Maryland"
240317022004,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 4, Census Tract 7022, Montgomery County, Maryland"
240317023011,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 1, Census Tract 7023.01, Montgomery County, Maryland"
240317023012,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 2, Census Tract 7023.01, Montgomery County, Maryland"
240317023021,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 1, Census Tract 7023.02, Montgomery County, Maryland"
240317023022,obgyns_2sfca,1.19081245831009,2021,block group,index,"Block Group 2, Census Tract 7023.02, Montgomery County, Maryland"
240317023023,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 3, Census Tract 7023.02, Montgomery County, Maryland"
240317024011,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 1, Census Tract 7024.01, Montgomery County, Maryland"
240317024012,obgyns_2sfca,1.21168238242883,2021,block group,index,"Block Group 2, Census Tract 7024.01, Montgomery County, Maryland"
240317024021,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 1, Census Tract 7024.02, Montgomery County, Maryland"
240317024022,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 2, Census Tract 7024.02, Montgomery County, Maryland"
240317024023,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 3, Census Tract 7024.02, Montgomery County, Maryland"
240317025001,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 1, Census Tract 7025, Montgomery County, Maryland"
240317025002,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 2, Census Tract 7025, Montgomery County, Maryland"
240317025003,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 3, Census Tract 7025, Montgomery County, Maryland"
240317025004,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 4, Census Tract 7025, Montgomery County, Maryland"
240317026011,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 1, Census Tract 7026.01, Montgomery County, Maryland"
240317026012,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 2, Census Tract 7026.01, Montgomery County, Maryland"
240317026013,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 3, Census Tract 7026.01, Montgomery County, Maryland"
240317026014,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 4, Census Tract 7026.01, Montgomery County, Maryland"
240317026021,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 1, Census Tract 7026.02, Montgomery County, Maryland"
240317026022,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 2, Census Tract 7026.02, Montgomery County, Maryland"
240317027001,obgyns_2sfca,1.19081245831009,2021,block group,index,"Block Group 1, Census Tract 7027, Montgomery County, Maryland"
240317027002,obgyns_2sfca,1.19081245831009,2021,block group,index,"Block Group 2, Census Tract 7027, Montgomery County, Maryland"
240317027003,obgyns_2sfca,1.19081245831009,2021,block group,index,"Block Group 3, Census Tract 7027, Montgomery County, Maryland"
240317027004,obgyns_2sfca,1.41173452760226,2021,block group,index,"Block Group 4, Census Tract 7027, Montgomery County, Maryland"
240317028001,obgyns_2sfca,1.19081245831009,2021,block group,index,"Block Group 1, Census Tract 7028, Montgomery County, Maryland"
240317028002,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 2, Census Tract 7028, Montgomery County, Maryland"
240317028003,obgyns_2sfca,1.4759403476217,2021,block group,index,"Block Group 3, Census Tract 7028, Montgomery County, Maryland"
240317028004,obgyns_2sfca,1.41173452760226,2021,block group,index,"Block Group 4, Census Tract 7028, Montgomery County, Maryland"
240317029001,obgyns_2sfca,1.19081245831009,2021,block group,index,"Block Group 1, Census Tract 7029, Montgomery County, Maryland"
240317029002,obgyns_2sfca,1.19081245831009,2021,block group,index,"Block Group 2, Census Tract 7029, Montgomery County, Maryland"
240317029003,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 3, Census Tract 7029, Montgomery County, Maryland"
240317029004,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 4, Census Tract 7029, Montgomery County, Maryland"
240317029005,obgyns_2sfca,1.21819069232093,2021,block group,index,"Block Group 5, Census Tract 7029, Montgomery County, Maryland"
240317030001,obgyns_2sfca,1.19081245831009,2021,block group,index,"Block Group 1, Census Tract 7030, Montgomery County, Maryland"
240317030002,obgyns_2sfca,1.41173452760226,2021,block group,index,"Block Group 2, Census Tract 7030, Montgomery County, Maryland"
240317031001,obgyns_2sfca,1.36929868562696,2021,block group,index,"Block Group 1, Census Tract 7031, Montgomery County, Maryland"
240317031002,obgyns_2sfca,1.41173452760226,2021,block group,index,"Block Group 2, Census Tract 7031, Montgomery County, Maryland"
