geoid,measure,value,year,region_type,measure_type,region_name
110010012001,pop_fem_over14,764,2021,block group,count,"Block Group 1, Census Tract 12, District of Columbia, District of Columbia"
110010012002,pop_fem_over14,404,2021,block group,count,"Block Group 2, Census Tract 12, District of Columbia, District of Columbia"
110010012003,pop_fem_over14,282,2021,block group,count,"Block Group 3, Census Tract 12, District of Columbia, District of Columbia"
110010012004,pop_fem_over14,969,2021,block group,count,"Block Group 4, Census Tract 12, District of Columbia, District of Columbia"
110010013011,pop_fem_over14,1020,2021,block group,count,"Block Group 1, Census Tract 13.01, District of Columbia, District of Columbia"
110010013012,pop_fem_over14,317,2021,block group,count,"Block Group 2, Census Tract 13.01, District of Columbia, District of Columbia"
110010013013,pop_fem_over14,729,2021,block group,count,"Block Group 3, Census Tract 13.01, District of Columbia, District of Columbia"
110010013021,pop_fem_over14,1675,2021,block group,count,"Block Group 1, Census Tract 13.02, District of Columbia, District of Columbia"
110010013022,pop_fem_over14,1992,2021,block group,count,"Block Group 2, Census Tract 13.02, District of Columbia, District of Columbia"
110010013023,pop_fem_over14,519,2021,block group,count,"Block Group 3, Census Tract 13.02, District of Columbia, District of Columbia"
110010014011,pop_fem_over14,1134,2021,block group,count,"Block Group 1, Census Tract 14.01, District of Columbia, District of Columbia"
110010014012,pop_fem_over14,445,2021,block group,count,"Block Group 2, Census Tract 14.01, District of Columbia, District of Columbia"
110010014021,pop_fem_over14,411,2021,block group,count,"Block Group 1, Census Tract 14.02, District of Columbia, District of Columbia"
110010014022,pop_fem_over14,643,2021,block group,count,"Block Group 2, Census Tract 14.02, District of Columbia, District of Columbia"
110010014023,pop_fem_over14,543,2021,block group,count,"Block Group 3, Census Tract 14.02, District of Columbia, District of Columbia"
110010015001,pop_fem_over14,551,2021,block group,count,"Block Group 1, Census Tract 15, District of Columbia, District of Columbia"
110010015002,pop_fem_over14,372,2021,block group,count,"Block Group 2, Census Tract 15, District of Columbia, District of Columbia"
110010015003,pop_fem_over14,381,2021,block group,count,"Block Group 3, Census Tract 15, District of Columbia, District of Columbia"
110010015004,pop_fem_over14,658,2021,block group,count,"Block Group 4, Census Tract 15, District of Columbia, District of Columbia"
110010015005,pop_fem_over14,377,2021,block group,count,"Block Group 5, Census Tract 15, District of Columbia, District of Columbia"
110010016001,pop_fem_over14,560,2021,block group,count,"Block Group 1, Census Tract 16, District of Columbia, District of Columbia"
110010016002,pop_fem_over14,268,2021,block group,count,"Block Group 2, Census Tract 16, District of Columbia, District of Columbia"
110010016003,pop_fem_over14,462,2021,block group,count,"Block Group 3, Census Tract 16, District of Columbia, District of Columbia"
110010016004,pop_fem_over14,916,2021,block group,count,"Block Group 4, Census Tract 16, District of Columbia, District of Columbia"
110010017021,pop_fem_over14,685,2021,block group,count,"Block Group 1, Census Tract 17.02, District of Columbia, District of Columbia"
110010017022,pop_fem_over14,930,2021,block group,count,"Block Group 2, Census Tract 17.02, District of Columbia, District of Columbia"
110010018031,pop_fem_over14,425,2021,block group,count,"Block Group 1, Census Tract 18.03, District of Columbia, District of Columbia"
110010018032,pop_fem_over14,1180,2021,block group,count,"Block Group 2, Census Tract 18.03, District of Columbia, District of Columbia"
110010018041,pop_fem_over14,670,2021,block group,count,"Block Group 1, Census Tract 18.04, District of Columbia, District of Columbia"
110010018042,pop_fem_over14,1056,2021,block group,count,"Block Group 2, Census Tract 18.04, District of Columbia, District of Columbia"
110010018043,pop_fem_over14,818,2021,block group,count,"Block Group 3, Census Tract 18.04, District of Columbia, District of Columbia"
110010019011,pop_fem_over14,363,2021,block group,count,"Block Group 1, Census Tract 19.01, District of Columbia, District of Columbia"
110010019012,pop_fem_over14,475,2021,block group,count,"Block Group 2, Census Tract 19.01, District of Columbia, District of Columbia"
110010019013,pop_fem_over14,708,2021,block group,count,"Block Group 3, Census Tract 19.01, District of Columbia, District of Columbia"
110010019014,pop_fem_over14,347,2021,block group,count,"Block Group 4, Census Tract 19.01, District of Columbia, District of Columbia"
110010019021,pop_fem_over14,811,2021,block group,count,"Block Group 1, Census Tract 19.02, District of Columbia, District of Columbia"
110010019022,pop_fem_over14,374,2021,block group,count,"Block Group 2, Census Tract 19.02, District of Columbia, District of Columbia"
110010020011,pop_fem_over14,1013,2021,block group,count,"Block Group 1, Census Tract 20.01, District of Columbia, District of Columbia"
110010020012,pop_fem_over14,410,2021,block group,count,"Block Group 2, Census Tract 20.01, District of Columbia, District of Columbia"
110010020021,pop_fem_over14,586,2021,block group,count,"Block Group 1, Census Tract 20.02, District of Columbia, District of Columbia"
110010020022,pop_fem_over14,596,2021,block group,count,"Block Group 2, Census Tract 20.02, District of Columbia, District of Columbia"
110010020023,pop_fem_over14,759,2021,block group,count,"Block Group 3, Census Tract 20.02, District of Columbia, District of Columbia"
110010021011,pop_fem_over14,550,2021,block group,count,"Block Group 1, Census Tract 21.01, District of Columbia, District of Columbia"
110010021012,pop_fem_over14,471,2021,block group,count,"Block Group 2, Census Tract 21.01, District of Columbia, District of Columbia"
110010021013,pop_fem_over14,459,2021,block group,count,"Block Group 3, Census Tract 21.01, District of Columbia, District of Columbia"
110010021014,pop_fem_over14,172,2021,block group,count,"Block Group 4, Census Tract 21.01, District of Columbia, District of Columbia"
110010021015,pop_fem_over14,515,2021,block group,count,"Block Group 5, Census Tract 21.01, District of Columbia, District of Columbia"
110010021021,pop_fem_over14,465,2021,block group,count,"Block Group 1, Census Tract 21.02, District of Columbia, District of Columbia"
110010021022,pop_fem_over14,478,2021,block group,count,"Block Group 2, Census Tract 21.02, District of Columbia, District of Columbia"
110010021023,pop_fem_over14,585,2021,block group,count,"Block Group 3, Census Tract 21.02, District of Columbia, District of Columbia"
110010021024,pop_fem_over14,424,2021,block group,count,"Block Group 4, Census Tract 21.02, District of Columbia, District of Columbia"
110010021025,pop_fem_over14,341,2021,block group,count,"Block Group 5, Census Tract 21.02, District of Columbia, District of Columbia"
110010021026,pop_fem_over14,270,2021,block group,count,"Block Group 6, Census Tract 21.02, District of Columbia, District of Columbia"
110010022011,pop_fem_over14,803,2021,block group,count,"Block Group 1, Census Tract 22.01, District of Columbia, District of Columbia"
110010022012,pop_fem_over14,422,2021,block group,count,"Block Group 2, Census Tract 22.01, District of Columbia, District of Columbia"
110010022013,pop_fem_over14,330,2021,block group,count,"Block Group 3, Census Tract 22.01, District of Columbia, District of Columbia"
110010022021,pop_fem_over14,595,2021,block group,count,"Block Group 1, Census Tract 22.02, District of Columbia, District of Columbia"
110010022022,pop_fem_over14,433,2021,block group,count,"Block Group 2, Census Tract 22.02, District of Columbia, District of Columbia"
110010022023,pop_fem_over14,316,2021,block group,count,"Block Group 3, Census Tract 22.02, District of Columbia, District of Columbia"
110010023011,pop_fem_over14,802,2021,block group,count,"Block Group 1, Census Tract 23.01, District of Columbia, District of Columbia"
110010023012,pop_fem_over14,771,2021,block group,count,"Block Group 2, Census Tract 23.01, District of Columbia, District of Columbia"
110010023021,pop_fem_over14,937,2021,block group,count,"Block Group 1, Census Tract 23.02, District of Columbia, District of Columbia"
110010024001,pop_fem_over14,607,2021,block group,count,"Block Group 1, Census Tract 24, District of Columbia, District of Columbia"
110010024002,pop_fem_over14,541,2021,block group,count,"Block Group 2, Census Tract 24, District of Columbia, District of Columbia"
110010024003,pop_fem_over14,445,2021,block group,count,"Block Group 3, Census Tract 24, District of Columbia, District of Columbia"
110010024004,pop_fem_over14,509,2021,block group,count,"Block Group 4, Census Tract 24, District of Columbia, District of Columbia"
110010025011,pop_fem_over14,524,2021,block group,count,"Block Group 1, Census Tract 25.01, District of Columbia, District of Columbia"
110010025012,pop_fem_over14,672,2021,block group,count,"Block Group 2, Census Tract 25.01, District of Columbia, District of Columbia"
110010025021,pop_fem_over14,638,2021,block group,count,"Block Group 1, Census Tract 25.02, District of Columbia, District of Columbia"
110010025022,pop_fem_over14,922,2021,block group,count,"Block Group 2, Census Tract 25.02, District of Columbia, District of Columbia"
110010025023,pop_fem_over14,469,2021,block group,count,"Block Group 3, Census Tract 25.02, District of Columbia, District of Columbia"
110010025024,pop_fem_over14,762,2021,block group,count,"Block Group 4, Census Tract 25.02, District of Columbia, District of Columbia"
110010026001,pop_fem_over14,586,2021,block group,count,"Block Group 1, Census Tract 26, District of Columbia, District of Columbia"
110010026002,pop_fem_over14,551,2021,block group,count,"Block Group 2, Census Tract 26, District of Columbia, District of Columbia"
110010027011,pop_fem_over14,247,2021,block group,count,"Block Group 1, Census Tract 27.01, District of Columbia, District of Columbia"
110010027012,pop_fem_over14,832,2021,block group,count,"Block Group 2, Census Tract 27.01, District of Columbia, District of Columbia"
110010027013,pop_fem_over14,382,2021,block group,count,"Block Group 3, Census Tract 27.01, District of Columbia, District of Columbia"
110010027014,pop_fem_over14,892,2021,block group,count,"Block Group 4, Census Tract 27.01, District of Columbia, District of Columbia"
110010027021,pop_fem_over14,710,2021,block group,count,"Block Group 1, Census Tract 27.02, District of Columbia, District of Columbia"
110010027022,pop_fem_over14,1406,2021,block group,count,"Block Group 2, Census Tract 27.02, District of Columbia, District of Columbia"
110010027023,pop_fem_over14,605,2021,block group,count,"Block Group 3, Census Tract 27.02, District of Columbia, District of Columbia"
110010028011,pop_fem_over14,1024,2021,block group,count,"Block Group 1, Census Tract 28.01, District of Columbia, District of Columbia"
110010028012,pop_fem_over14,874,2021,block group,count,"Block Group 2, Census Tract 28.01, District of Columbia, District of Columbia"
110010028021,pop_fem_over14,1364,2021,block group,count,"Block Group 1, Census Tract 28.02, District of Columbia, District of Columbia"
110010028022,pop_fem_over14,773,2021,block group,count,"Block Group 2, Census Tract 28.02, District of Columbia, District of Columbia"
110010029001,pop_fem_over14,836,2021,block group,count,"Block Group 1, Census Tract 29, District of Columbia, District of Columbia"
110010029002,pop_fem_over14,992,2021,block group,count,"Block Group 2, Census Tract 29, District of Columbia, District of Columbia"
110010030001,pop_fem_over14,823,2021,block group,count,"Block Group 1, Census Tract 30, District of Columbia, District of Columbia"
110010030002,pop_fem_over14,1015,2021,block group,count,"Block Group 2, Census Tract 30, District of Columbia, District of Columbia"
110010031001,pop_fem_over14,1596,2021,block group,count,"Block Group 1, Census Tract 31, District of Columbia, District of Columbia"
110010032001,pop_fem_over14,809,2021,block group,count,"Block Group 1, Census Tract 32, District of Columbia, District of Columbia"
110010032002,pop_fem_over14,388,2021,block group,count,"Block Group 2, Census Tract 32, District of Columbia, District of Columbia"
110010032003,pop_fem_over14,592,2021,block group,count,"Block Group 3, Census Tract 32, District of Columbia, District of Columbia"
110010032004,pop_fem_over14,789,2021,block group,count,"Block Group 4, Census Tract 32, District of Columbia, District of Columbia"
110010033011,pop_fem_over14,745,2021,block group,count,"Block Group 1, Census Tract 33.01, District of Columbia, District of Columbia"
110010033012,pop_fem_over14,595,2021,block group,count,"Block Group 2, Census Tract 33.01, District of Columbia, District of Columbia"
110010033013,pop_fem_over14,582,2021,block group,count,"Block Group 3, Census Tract 33.01, District of Columbia, District of Columbia"
110010033021,pop_fem_over14,546,2021,block group,count,"Block Group 1, Census Tract 33.02, District of Columbia, District of Columbia"
110010033022,pop_fem_over14,600,2021,block group,count,"Block Group 2, Census Tract 33.02, District of Columbia, District of Columbia"
110010034001,pop_fem_over14,746,2021,block group,count,"Block Group 1, Census Tract 34, District of Columbia, District of Columbia"
110010034002,pop_fem_over14,2118,2021,block group,count,"Block Group 2, Census Tract 34, District of Columbia, District of Columbia"
110010035001,pop_fem_over14,552,2021,block group,count,"Block Group 1, Census Tract 35, District of Columbia, District of Columbia"
110010035002,pop_fem_over14,2125,2021,block group,count,"Block Group 2, Census Tract 35, District of Columbia, District of Columbia"
110010036001,pop_fem_over14,745,2021,block group,count,"Block Group 1, Census Tract 36, District of Columbia, District of Columbia"
110010036002,pop_fem_over14,663,2021,block group,count,"Block Group 2, Census Tract 36, District of Columbia, District of Columbia"
110010036003,pop_fem_over14,710,2021,block group,count,"Block Group 3, Census Tract 36, District of Columbia, District of Columbia"
110010037001,pop_fem_over14,691,2021,block group,count,"Block Group 1, Census Tract 37, District of Columbia, District of Columbia"
110010037002,pop_fem_over14,955,2021,block group,count,"Block Group 2, Census Tract 37, District of Columbia, District of Columbia"
110010037003,pop_fem_over14,486,2021,block group,count,"Block Group 3, Census Tract 37, District of Columbia, District of Columbia"
110010038001,pop_fem_over14,718,2021,block group,count,"Block Group 1, Census Tract 38, District of Columbia, District of Columbia"
110010038002,pop_fem_over14,820,2021,block group,count,"Block Group 2, Census Tract 38, District of Columbia, District of Columbia"
110010038003,pop_fem_over14,543,2021,block group,count,"Block Group 3, Census Tract 38, District of Columbia, District of Columbia"
110010039001,pop_fem_over14,762,2021,block group,count,"Block Group 1, Census Tract 39, District of Columbia, District of Columbia"
110010039002,pop_fem_over14,352,2021,block group,count,"Block Group 2, Census Tract 39, District of Columbia, District of Columbia"
110010039003,pop_fem_over14,491,2021,block group,count,"Block Group 3, Census Tract 39, District of Columbia, District of Columbia"
110010039004,pop_fem_over14,582,2021,block group,count,"Block Group 4, Census Tract 39, District of Columbia, District of Columbia"
110010040011,pop_fem_over14,743,2021,block group,count,"Block Group 1, Census Tract 40.01, District of Columbia, District of Columbia"
110010040012,pop_fem_over14,430,2021,block group,count,"Block Group 2, Census Tract 40.01, District of Columbia, District of Columbia"
110010040013,pop_fem_over14,824,2021,block group,count,"Block Group 3, Census Tract 40.01, District of Columbia, District of Columbia"
110010040021,pop_fem_over14,358,2021,block group,count,"Block Group 1, Census Tract 40.02, District of Columbia, District of Columbia"
110010040022,pop_fem_over14,915,2021,block group,count,"Block Group 2, Census Tract 40.02, District of Columbia, District of Columbia"
110010040023,pop_fem_over14,334,2021,block group,count,"Block Group 3, Census Tract 40.02, District of Columbia, District of Columbia"
110010041001,pop_fem_over14,550,2021,block group,count,"Block Group 1, Census Tract 41, District of Columbia, District of Columbia"
110010041002,pop_fem_over14,293,2021,block group,count,"Block Group 2, Census Tract 41, District of Columbia, District of Columbia"
110010041003,pop_fem_over14,519,2021,block group,count,"Block Group 3, Census Tract 41, District of Columbia, District of Columbia"
110010042011,pop_fem_over14,684,2021,block group,count,"Block Group 1, Census Tract 42.01, District of Columbia, District of Columbia"
110010042012,pop_fem_over14,939,2021,block group,count,"Block Group 2, Census Tract 42.01, District of Columbia, District of Columbia"
110010042021,pop_fem_over14,647,2021,block group,count,"Block Group 1, Census Tract 42.02, District of Columbia, District of Columbia"
110010042022,pop_fem_over14,583,2021,block group,count,"Block Group 2, Census Tract 42.02, District of Columbia, District of Columbia"
110010043001,pop_fem_over14,1201,2021,block group,count,"Block Group 1, Census Tract 43, District of Columbia, District of Columbia"
110010043002,pop_fem_over14,955,2021,block group,count,"Block Group 2, Census Tract 43, District of Columbia, District of Columbia"
110010044001,pop_fem_over14,1582,2021,block group,count,"Block Group 1, Census Tract 44, District of Columbia, District of Columbia"
110010044002,pop_fem_over14,914,2021,block group,count,"Block Group 2, Census Tract 44, District of Columbia, District of Columbia"
110010046001,pop_fem_over14,554,2021,block group,count,"Block Group 1, Census Tract 46, District of Columbia, District of Columbia"
110010046002,pop_fem_over14,753,2021,block group,count,"Block Group 2, Census Tract 46, District of Columbia, District of Columbia"
110010047011,pop_fem_over14,496,2021,block group,count,"Block Group 1, Census Tract 47.01, District of Columbia, District of Columbia"
110010047012,pop_fem_over14,1833,2021,block group,count,"Block Group 2, Census Tract 47.01, District of Columbia, District of Columbia"
110010047021,pop_fem_over14,1902,2021,block group,count,"Block Group 1, Census Tract 47.02, District of Columbia, District of Columbia"
110010048011,pop_fem_over14,1345,2021,block group,count,"Block Group 1, Census Tract 48.01, District of Columbia, District of Columbia"
110010048021,pop_fem_over14,610,2021,block group,count,"Block Group 1, Census Tract 48.02, District of Columbia, District of Columbia"
110010048022,pop_fem_over14,1033,2021,block group,count,"Block Group 2, Census Tract 48.02, District of Columbia, District of Columbia"
110010049011,pop_fem_over14,459,2021,block group,count,"Block Group 1, Census Tract 49.01, District of Columbia, District of Columbia"
110010049012,pop_fem_over14,840,2021,block group,count,"Block Group 2, Census Tract 49.01, District of Columbia, District of Columbia"
110010049021,pop_fem_over14,328,2021,block group,count,"Block Group 1, Census Tract 49.02, District of Columbia, District of Columbia"
110010049022,pop_fem_over14,1404,2021,block group,count,"Block Group 2, Census Tract 49.02, District of Columbia, District of Columbia"
110010050011,pop_fem_over14,376,2021,block group,count,"Block Group 1, Census Tract 50.01, District of Columbia, District of Columbia"
110010050012,pop_fem_over14,530,2021,block group,count,"Block Group 2, Census Tract 50.01, District of Columbia, District of Columbia"
110010050021,pop_fem_over14,827,2021,block group,count,"Block Group 1, Census Tract 50.02, District of Columbia, District of Columbia"
110010050022,pop_fem_over14,862,2021,block group,count,"Block Group 2, Census Tract 50.02, District of Columbia, District of Columbia"
110010050023,pop_fem_over14,444,2021,block group,count,"Block Group 3, Census Tract 50.02, District of Columbia, District of Columbia"
110010050024,pop_fem_over14,367,2021,block group,count,"Block Group 4, Census Tract 50.02, District of Columbia, District of Columbia"
110010052011,pop_fem_over14,824,2021,block group,count,"Block Group 1, Census Tract 52.01, District of Columbia, District of Columbia"
110010052012,pop_fem_over14,811,2021,block group,count,"Block Group 2, Census Tract 52.01, District of Columbia, District of Columbia"
110010052013,pop_fem_over14,522,2021,block group,count,"Block Group 3, Census Tract 52.01, District of Columbia, District of Columbia"
110010052014,pop_fem_over14,726,2021,block group,count,"Block Group 4, Census Tract 52.01, District of Columbia, District of Columbia"
110010053011,pop_fem_over14,586,2021,block group,count,"Block Group 1, Census Tract 53.01, District of Columbia, District of Columbia"
110010053012,pop_fem_over14,497,2021,block group,count,"Block Group 2, Census Tract 53.01, District of Columbia, District of Columbia"
110010053013,pop_fem_over14,922,2021,block group,count,"Block Group 3, Census Tract 53.01, District of Columbia, District of Columbia"
110010053014,pop_fem_over14,529,2021,block group,count,"Block Group 4, Census Tract 53.01, District of Columbia, District of Columbia"
110010055001,pop_fem_over14,618,2021,block group,count,"Block Group 1, Census Tract 55, District of Columbia, District of Columbia"
110010055002,pop_fem_over14,934,2021,block group,count,"Block Group 2, Census Tract 55, District of Columbia, District of Columbia"
110010055003,pop_fem_over14,719,2021,block group,count,"Block Group 3, Census Tract 55, District of Columbia, District of Columbia"
110010055004,pop_fem_over14,385,2021,block group,count,"Block Group 4, Census Tract 55, District of Columbia, District of Columbia"
110010055005,pop_fem_over14,350,2021,block group,count,"Block Group 5, Census Tract 55, District of Columbia, District of Columbia"
110010056001,pop_fem_over14,1009,2021,block group,count,"Block Group 1, Census Tract 56, District of Columbia, District of Columbia"
110010056002,pop_fem_over14,993,2021,block group,count,"Block Group 2, Census Tract 56, District of Columbia, District of Columbia"
110010056003,pop_fem_over14,1095,2021,block group,count,"Block Group 3, Census Tract 56, District of Columbia, District of Columbia"
110010056004,pop_fem_over14,421,2021,block group,count,"Block Group 4, Census Tract 56, District of Columbia, District of Columbia"
110010058001,pop_fem_over14,796,2021,block group,count,"Block Group 1, Census Tract 58, District of Columbia, District of Columbia"
110010058002,pop_fem_over14,1025,2021,block group,count,"Block Group 2, Census Tract 58, District of Columbia, District of Columbia"
110010059001,pop_fem_over14,1164,2021,block group,count,"Block Group 1, Census Tract 59, District of Columbia, District of Columbia"
110010062021,pop_fem_over14,20,2021,block group,count,"Block Group 1, Census Tract 62.02, District of Columbia, District of Columbia"
110010064001,pop_fem_over14,844,2021,block group,count,"Block Group 1, Census Tract 64, District of Columbia, District of Columbia"
110010064002,pop_fem_over14,489,2021,block group,count,"Block Group 2, Census Tract 64, District of Columbia, District of Columbia"
110010065001,pop_fem_over14,626,2021,block group,count,"Block Group 1, Census Tract 65, District of Columbia, District of Columbia"
110010065002,pop_fem_over14,801,2021,block group,count,"Block Group 2, Census Tract 65, District of Columbia, District of Columbia"
110010066001,pop_fem_over14,954,2021,block group,count,"Block Group 1, Census Tract 66, District of Columbia, District of Columbia"
110010067001,pop_fem_over14,693,2021,block group,count,"Block Group 1, Census Tract 67, District of Columbia, District of Columbia"
110010067002,pop_fem_over14,541,2021,block group,count,"Block Group 2, Census Tract 67, District of Columbia, District of Columbia"
110010067003,pop_fem_over14,699,2021,block group,count,"Block Group 3, Census Tract 67, District of Columbia, District of Columbia"
110010068011,pop_fem_over14,916,2021,block group,count,"Block Group 1, Census Tract 68.01, District of Columbia, District of Columbia"
110010068012,pop_fem_over14,274,2021,block group,count,"Block Group 2, Census Tract 68.01, District of Columbia, District of Columbia"
110010068021,pop_fem_over14,435,2021,block group,count,"Block Group 1, Census Tract 68.02, District of Columbia, District of Columbia"
110010068022,pop_fem_over14,732,2021,block group,count,"Block Group 2, Census Tract 68.02, District of Columbia, District of Columbia"
110010068041,pop_fem_over14,354,2021,block group,count,"Block Group 1, Census Tract 68.04, District of Columbia, District of Columbia"
110010069001,pop_fem_over14,685,2021,block group,count,"Block Group 1, Census Tract 69, District of Columbia, District of Columbia"
110010069002,pop_fem_over14,461,2021,block group,count,"Block Group 2, Census Tract 69, District of Columbia, District of Columbia"
110010070001,pop_fem_over14,514,2021,block group,count,"Block Group 1, Census Tract 70, District of Columbia, District of Columbia"
110010070002,pop_fem_over14,413,2021,block group,count,"Block Group 2, Census Tract 70, District of Columbia, District of Columbia"
110010071001,pop_fem_over14,232,2021,block group,count,"Block Group 1, Census Tract 71, District of Columbia, District of Columbia"
110010071002,pop_fem_over14,1263,2021,block group,count,"Block Group 2, Census Tract 71, District of Columbia, District of Columbia"
110010072001,pop_fem_over14,2254,2021,block group,count,"Block Group 1, Census Tract 72, District of Columbia, District of Columbia"
110010072002,pop_fem_over14,1031,2021,block group,count,"Block Group 2, Census Tract 72, District of Columbia, District of Columbia"
