geoid,measure,value,year,region_type,measure_type
510594822022,pediat_2sfca,6.16363815235363,2021,block group,index
510594822023,pediat_2sfca,6.2742878738092,2021,block group,index
510594822024,pediat_2sfca,5.46426511080398,2021,block group,index
510594822031,pediat_2sfca,6.22477353322818,2021,block group,index
510594822032,pediat_2sfca,5.63105508842704,2021,block group,index
510594822033,pediat_2sfca,6.25117310337554,2021,block group,index
510594822034,pediat_2sfca,6.26362844540801,2021,block group,index
510594823011,pediat_2sfca,6.16558913401796,2021,block group,index
510594823012,pediat_2sfca,6.10286754236665,2021,block group,index
510594823021,pediat_2sfca,5.52604125213395,2021,block group,index
510594823022,pediat_2sfca,6.16900547536474,2021,block group,index
510594823031,pediat_2sfca,6.11636307932547,2021,block group,index
510594823032,pediat_2sfca,5.75023061244012,2021,block group,index
510594823033,pediat_2sfca,6.14201069624901,2021,block group,index
510594824001,pediat_2sfca,7.6825664466115,2021,block group,index
510594825011,pediat_2sfca,3.24175689954114,2021,block group,index
510594825012,pediat_2sfca,3.78530142913972,2021,block group,index
510594825013,pediat_2sfca,4.43480171184601,2021,block group,index
510594825014,pediat_2sfca,4.09518092554298,2021,block group,index
510594825015,pediat_2sfca,3.87889794144276,2021,block group,index
510594825021,pediat_2sfca,3.30058575395908,2021,block group,index
510594825022,pediat_2sfca,2.75393072847665,2021,block group,index
510594825031,pediat_2sfca,3.6080019929958,2021,block group,index
510594825032,pediat_2sfca,5.3458136371318,2021,block group,index
510594825033,pediat_2sfca,3.09661385908297,2021,block group,index
510594825041,pediat_2sfca,2.25700990970437,2021,block group,index
510594825042,pediat_2sfca,3.7748372511114,2021,block group,index
510594825043,pediat_2sfca,3.12158622125552,2021,block group,index
510594826011,pediat_2sfca,3.27838082246774,2021,block group,index
510594826012,pediat_2sfca,2.79021246823966,2021,block group,index
510594826013,pediat_2sfca,2.94603634138512,2021,block group,index
510594826021,pediat_2sfca,2.97733791166226,2021,block group,index
510594826022,pediat_2sfca,2.95407269914652,2021,block group,index
510594826023,pediat_2sfca,2.58756538528915,2021,block group,index
510594826024,pediat_2sfca,3.58758713176211,2021,block group,index
510594901011,pediat_2sfca,2.77338013237366,2021,block group,index
510594901012,pediat_2sfca,2.69387724140158,2021,block group,index
510594901013,pediat_2sfca,2.63292042830759,2021,block group,index
510594901031,pediat_2sfca,2.22593273857025,2021,block group,index
510594901032,pediat_2sfca,2.79043256494028,2021,block group,index
510594901033,pediat_2sfca,2.78146977889269,2021,block group,index
510594901034,pediat_2sfca,2.70592426628586,2021,block group,index
510594905011,pediat_2sfca,3.09108726648711,2021,block group,index
510594905012,pediat_2sfca,2.84020609429106,2021,block group,index
510594905021,pediat_2sfca,2.83885689976412,2021,block group,index
510594905022,pediat_2sfca,2.65067493821691,2021,block group,index
510594905023,pediat_2sfca,2.48548811372858,2021,block group,index
510594910001,pediat_2sfca,1.36090449993212,2021,block group,index
510594911011,pediat_2sfca,1.98008759435156,2021,block group,index
510594911012,pediat_2sfca,1.54421472635254,2021,block group,index
510594911021,pediat_2sfca,1.9658201558706,2021,block group,index
510594911022,pediat_2sfca,2.02195915659697,2021,block group,index
510594911031,pediat_2sfca,2.50515277111105,2021,block group,index
510594911032,pediat_2sfca,2.50246227381298,2021,block group,index
510594911033,pediat_2sfca,2.61237598131143,2021,block group,index
510594911034,pediat_2sfca,2.66188811910159,2021,block group,index
510594912011,pediat_2sfca,2.5157648774019,2021,block group,index
510594912012,pediat_2sfca,2.35819718391153,2021,block group,index
510594912013,pediat_2sfca,2.38533024521526,2021,block group,index
510594912014,pediat_2sfca,2.36354788056805,2021,block group,index
510594912021,pediat_2sfca,2.96335803484744,2021,block group,index
510594913011,pediat_2sfca,1.4567946489277,2021,block group,index
510594913012,pediat_2sfca,2.4287535926392,2021,block group,index
510594913013,pediat_2sfca,2.49326871538749,2021,block group,index
510594913014,pediat_2sfca,2.52046832729233,2021,block group,index
510594913021,pediat_2sfca,2.54729250741234,2021,block group,index
510594913022,pediat_2sfca,2.55458177296932,2021,block group,index
510594913031,pediat_2sfca,2.96335803484744,2021,block group,index
510594913032,pediat_2sfca,2.61572012552757,2021,block group,index
510594914011,pediat_2sfca,2.57858132790426,2021,block group,index
510594914012,pediat_2sfca,2.7297097968356,2021,block group,index
510594914013,pediat_2sfca,3.02939644470539,2021,block group,index
510594914014,pediat_2sfca,2.75855603494214,2021,block group,index
510594914021,pediat_2sfca,2.60598433832362,2021,block group,index
510594914022,pediat_2sfca,2.60957200532259,2021,block group,index
510594914031,pediat_2sfca,2.30703084191929,2021,block group,index
510594914032,pediat_2sfca,2.14936182102363,2021,block group,index
510594914041,pediat_2sfca,2.43472115587802,2021,block group,index
510594914042,pediat_2sfca,2.25005883253966,2021,block group,index
510594914051,pediat_2sfca,2.04365770643353,2021,block group,index
510594915011,pediat_2sfca,3.11303473340379,2021,block group,index
510594915012,pediat_2sfca,2.64169972065999,2021,block group,index
510594915013,pediat_2sfca,2.6998103280117,2021,block group,index
510594915021,pediat_2sfca,2.70554623369529,2021,block group,index
510594915022,pediat_2sfca,2.3823962600938,2021,block group,index
510594915023,pediat_2sfca,2.57766630603284,2021,block group,index
510594916011,pediat_2sfca,2.91745656268968,2021,block group,index
510594916012,pediat_2sfca,2.85138876986972,2021,block group,index
510594916013,pediat_2sfca,2.75828760373331,2021,block group,index
510594916021,pediat_2sfca,2.80339187032734,2021,block group,index
510594916022,pediat_2sfca,2.77763159180364,2021,block group,index
510594917011,pediat_2sfca,4.10239117192499,2021,block group,index
510594917012,pediat_2sfca,3.98987620066342,2021,block group,index
510594917013,pediat_2sfca,4.45085683029132,2021,block group,index
510594917021,pediat_2sfca,4.46535270837985,2021,block group,index
510594917022,pediat_2sfca,4.45885471095708,2021,block group,index
510594917023,pediat_2sfca,4.7155908952357,2021,block group,index
510594917024,pediat_2sfca,4.02086146656484,2021,block group,index
510594917025,pediat_2sfca,4.11823906069763,2021,block group,index
510594917031,pediat_2sfca,3.82922876272827,2021,block group,index
510594917032,pediat_2sfca,2.54149448169958,2021,block group,index
510594917033,pediat_2sfca,4.30938432489514,2021,block group,index
510594917041,pediat_2sfca,3.95324388598788,2021,block group,index
510594917042,pediat_2sfca,2.69743104895657,2021,block group,index
510594917043,pediat_2sfca,4.10283108004496,2021,block group,index
510594917051,pediat_2sfca,2.36187702630488,2021,block group,index
510594918011,pediat_2sfca,2.76696287668807,2021,block group,index
510594918012,pediat_2sfca,2.65912620545365,2021,block group,index
510594918021,pediat_2sfca,3.29957636494354,2021,block group,index
510594918022,pediat_2sfca,2.66930056178289,2021,block group,index
510594918031,pediat_2sfca,2.92259929246108,2021,block group,index
510594918032,pediat_2sfca,2.96874199188722,2021,block group,index
510594918033,pediat_2sfca,4.37055601703283,2021,block group,index
510594920001,pediat_2sfca,2.45398778301872,2021,block group,index
510594920002,pediat_2sfca,1.60402715372467,2021,block group,index
510594920003,pediat_2sfca,1.85877715494995,2021,block group,index
510594921001,pediat_2sfca,2.0864571408834802,2021,block group,index
510594921002,pediat_2sfca,1.89151896394739,2021,block group,index
510594921003,pediat_2sfca,1.9964763506162,2021,block group,index
510594921004,pediat_2sfca,2.19695557677367,2021,block group,index
510594922011,pediat_2sfca,1.04691627263952,2021,block group,index
510594922012,pediat_2sfca,1.55657107725606,2021,block group,index
510594922021,pediat_2sfca,3.79044295747215,2021,block group,index
510594922022,pediat_2sfca,1.952053324215,2021,block group,index
510594922023,pediat_2sfca,3.59239589687744,2021,block group,index
510594922031,pediat_2sfca,2.08892950616099,2021,block group,index
510594922032,pediat_2sfca,1.9368950440847,2021,block group,index
510594922033,pediat_2sfca,2.01895624894462,2021,block group,index
510594923001,pediat_2sfca,3.69354435818551,2021,block group,index
510594923002,pediat_2sfca,4.4417563626977,2021,block group,index
510594924001,pediat_2sfca,1.82376659996502,2021,block group,index
510594924002,pediat_2sfca,1.70883055292323,2021,block group,index
510594925001,pediat_2sfca,2.37937440734861,2021,block group,index
510594925002,pediat_2sfca,1.62309247124418,2021,block group,index
510599801001,pediat_2sfca,4.4570074175185,2021,block group,index
511076101011,pediat_2sfca,0,2021,block group,index
511076101012,pediat_2sfca,2.93655151614043,2021,block group,index
511076101021,pediat_2sfca,2.64920635839126,2021,block group,index
511076101022,pediat_2sfca,2.80888062289168,2021,block group,index
511076102011,pediat_2sfca,2.75487933721904,2021,block group,index
511076102012,pediat_2sfca,0.382524844476588,2021,block group,index
511076102021,pediat_2sfca,0,2021,block group,index
511076102022,pediat_2sfca,0.20145032698692,2021,block group,index
511076103001,pediat_2sfca,3.380390076206,2021,block group,index
511076103002,pediat_2sfca,3.47210409418689,2021,block group,index
511076103003,pediat_2sfca,3.52575915407177,2021,block group,index
511076103004,pediat_2sfca,3.61347084437217,2021,block group,index
511076104001,pediat_2sfca,1.2262304302165,2021,block group,index
511076104002,pediat_2sfca,1.40079967362201,2021,block group,index
511076105031,pediat_2sfca,1.34279315956007,2021,block group,index
511076105032,pediat_2sfca,1.43139340810113,2021,block group,index
511076105033,pediat_2sfca,1.50289456784048,2021,block group,index
511076105041,pediat_2sfca,1.34279315956007,2021,block group,index
511076105042,pediat_2sfca,1.38795698422851,2021,block group,index
511076105043,pediat_2sfca,1.45720441133181,2021,block group,index
511076105044,pediat_2sfca,1.45193485433572,2021,block group,index
511076105051,pediat_2sfca,1.47481264512375,2021,block group,index
511076105052,pediat_2sfca,1.47627401597729,2021,block group,index
511076105053,pediat_2sfca,1.53712678326527,2021,block group,index
511076105061,pediat_2sfca,1.97760475033709,2021,block group,index
511076105062,pediat_2sfca,1.98315568616902,2021,block group,index
511076105071,pediat_2sfca,1.44611708875529,2021,block group,index
511076105072,pediat_2sfca,1.47481264512375,2021,block group,index
511076105073,pediat_2sfca,1.96556265115836,2021,block group,index
511076106011,pediat_2sfca,1.48108658367466,2021,block group,index
511076106012,pediat_2sfca,1.38311486189451,2021,block group,index
511076106013,pediat_2sfca,1.03914996361694,2021,block group,index
511076106014,pediat_2sfca,1.56034581279207,2021,block group,index
511076106021,pediat_2sfca,1.07883347866788,2021,block group,index
511076106031,pediat_2sfca,1.49708755972107,2021,block group,index
511076106032,pediat_2sfca,1.51568577808223,2021,block group,index
511076106041,pediat_2sfca,1.57274753014862,2021,block group,index
511076106042,pediat_2sfca,1.48472477501936,2021,block group,index
511076106043,pediat_2sfca,1.1439759930292701,2021,block group,index
511076107011,pediat_2sfca,0.207004679099518,2021,block group,index
511076107012,pediat_2sfca,0.380268576643604,2021,block group,index
511076107021,pediat_2sfca,0.93279219061462,2021,block group,index
511076107022,pediat_2sfca,0.93279219061462,2021,block group,index
511076107023,pediat_2sfca,0.223060117369131,2021,block group,index
511076107031,pediat_2sfca,1.01655524565947,2021,block group,index
511076107032,pediat_2sfca,0.78385702640283506,2021,block group,index
511076107033,pediat_2sfca,0.713745811566507,2021,block group,index
511076108001,pediat_2sfca,0.133730397581294,2021,block group,index
511076108002,pediat_2sfca,0,2021,block group,index
511076108003,pediat_2sfca,0,2021,block group,index
511076108004,pediat_2sfca,0,2021,block group,index
511076109001,pediat_2sfca,0,2021,block group,index
511076109002,pediat_2sfca,0.478684398649468,2021,block group,index
511076110021,pediat_2sfca,1.79600339351772,2021,block group,index
511076110022,pediat_2sfca,2.01830176980179,2021,block group,index
511076110041,pediat_2sfca,1.25935098692285,2021,block group,index
511076110042,pediat_2sfca,1.79727237884009,2021,block group,index
511076110043,pediat_2sfca,1.50754771139781,2021,block group,index
511076110051,pediat_2sfca,1.83215360014365,2021,block group,index
511076110052,pediat_2sfca,1.50975478816877,2021,block group,index
511076110053,pediat_2sfca,1.82470136542773,2021,block group,index
511076110061,pediat_2sfca,2.10693370597777,2021,block group,index
511076110062,pediat_2sfca,1.85666583683526,2021,block group,index
511076110091,pediat_2sfca,1.13912535116301,2021,block group,index
511076110092,pediat_2sfca,1.76898378681575,2021,block group,index
511076110093,pediat_2sfca,1.68799474562482,2021,block group,index
511076110101,pediat_2sfca,1.60232408319848,2021,block group,index
511076110111,pediat_2sfca,1.90753464839631,2021,block group,index
511076110112,pediat_2sfca,1.92831953374284,2021,block group,index
511076110121,pediat_2sfca,1.95129619751635,2021,block group,index
511076110122,pediat_2sfca,1.56644519061837,2021,block group,index
511076110131,pediat_2sfca,1.56381280825915,2021,block group,index
511076110132,pediat_2sfca,1.61391584792519,2021,block group,index
511076110141,pediat_2sfca,1.90479671505918,2021,block group,index
511076110142,pediat_2sfca,1.89270615702495,2021,block group,index
511076110151,pediat_2sfca,2.06443740795759,2021,block group,index
511076110161,pediat_2sfca,1.8012136535618,2021,block group,index
511076110162,pediat_2sfca,1.91402552194149,2021,block group,index
511076110163,pediat_2sfca,2.06051850979979,2021,block group,index
511076110171,pediat_2sfca,2.02789911032017,2021,block group,index
511076110172,pediat_2sfca,2.01763126136157,2021,block group,index
511076110181,pediat_2sfca,2.05514398743195,2021,block group,index
511076110182,pediat_2sfca,2.074550388016,2021,block group,index
511076110191,pediat_2sfca,1.54979770222191,2021,block group,index
511076110192,pediat_2sfca,1.92275987457171,2021,block group,index
511076110201,pediat_2sfca,1.52750326033028,2021,block group,index
511076110202,pediat_2sfca,1.97208522369674,2021,block group,index
511076110203,pediat_2sfca,2.1718390929567,2021,block group,index
511076110211,pediat_2sfca,2.0610358339386,2021,block group,index
511076110212,pediat_2sfca,1.55554070293979,2021,block group,index
511076110213,pediat_2sfca,2.02931210843169,2021,block group,index
511076110214,pediat_2sfca,1.53337435664191,2021,block group,index
511076110221,pediat_2sfca,1.51340113616893,2021,block group,index
511076110222,pediat_2sfca,1.51365970426317,2021,block group,index
511076110223,pediat_2sfca,1.57786379150395,2021,block group,index
511076110231,pediat_2sfca,1.50754771139781,2021,block group,index
511076110232,pediat_2sfca,1.52750326033028,2021,block group,index
511076110233,pediat_2sfca,1.56530436297882,2021,block group,index
511076110241,pediat_2sfca,1.22760120017054,2021,block group,index
511076110242,pediat_2sfca,0.838492938499582,2021,block group,index
511076110251,pediat_2sfca,1.4703569298054,2021,block group,index
511076110252,pediat_2sfca,1.09982866462084,2021,block group,index
511076110253,pediat_2sfca,1.47941336388309,2021,block group,index
511076111011,pediat_2sfca,1.8883771626994,2021,block group,index
511076111012,pediat_2sfca,2.5504764397044,2021,block group,index
511076111013,pediat_2sfca,3.26806703255901,2021,block group,index
511076111021,pediat_2sfca,3.24622851456994,2021,block group,index
511076111022,pediat_2sfca,3.28191577232005,2021,block group,index
511076111023,pediat_2sfca,3.25755631079042,2021,block group,index
511076112021,pediat_2sfca,3.53060230389395,2021,block group,index
511076112022,pediat_2sfca,3.56026632491679,2021,block group,index
511076112023,pediat_2sfca,3.27880524921206,2021,block group,index
511076112041,pediat_2sfca,3.51079216486539,2021,block group,index
511076112042,pediat_2sfca,3.51079216486539,2021,block group,index
511076112051,pediat_2sfca,3.61326058524782,2021,block group,index
511076112052,pediat_2sfca,4.81853163037777,2021,block group,index
511076112061,pediat_2sfca,3.23241245611726,2021,block group,index
511076112062,pediat_2sfca,3.30520872393562,2021,block group,index
511076112071,pediat_2sfca,3.59060030228629,2021,block group,index
511076112072,pediat_2sfca,3.67656195535711,2021,block group,index
511076112081,pediat_2sfca,3.09053414068407,2021,block group,index
511076112082,pediat_2sfca,3.42038835656761,2021,block group,index
511076112091,pediat_2sfca,3.3519064071825,2021,block group,index
511076112092,pediat_2sfca,3.554586152859,2021,block group,index
511076112093,pediat_2sfca,3.54605434122383,2021,block group,index
511076113001,pediat_2sfca,4.81045089847016,2021,block group,index
511076113002,pediat_2sfca,3.74146044043548,2021,block group,index
511076114001,pediat_2sfca,3.61054472614854,2021,block group,index
511076114002,pediat_2sfca,3.30680825247217,2021,block group,index
511076114003,pediat_2sfca,3.3426801342229,2021,block group,index
511076115011,pediat_2sfca,3.33053184651492,2021,block group,index
511076115012,pediat_2sfca,3.63906323801325,2021,block group,index
511076115021,pediat_2sfca,3.28637695114195,2021,block group,index
511076115022,pediat_2sfca,3.27247720024416,2021,block group,index
511076115023,pediat_2sfca,3.60060791840047,2021,block group,index
511076116011,pediat_2sfca,3.33480699960167,2021,block group,index
511076116012,pediat_2sfca,3.09243611111392,2021,block group,index
511076116021,pediat_2sfca,3.32572757603726,2021,block group,index
511076116022,pediat_2sfca,3.34723865589809,2021,block group,index
511076117001,pediat_2sfca,3.63861475337248,2021,block group,index
511076117002,pediat_2sfca,3.30143753737585,2021,block group,index
511076117003,pediat_2sfca,2.6080948377869,2021,block group,index
511076118011,pediat_2sfca,2.03722678719802,2021,block group,index
511076118012,pediat_2sfca,2.1814727218636,2021,block group,index
511076118021,pediat_2sfca,2.19181726939786,2021,block group,index
511076118022,pediat_2sfca,2.01000542214298,2021,block group,index
511076118023,pediat_2sfca,2.09141333220586,2021,block group,index
511076118024,pediat_2sfca,2.07036581307213,2021,block group,index
511076118031,pediat_2sfca,2.0786042556973,2021,block group,index
511076118032,pediat_2sfca,1.94139495395542,2021,block group,index
511076118033,pediat_2sfca,2.13641508184611,2021,block group,index
511076118041,pediat_2sfca,2.08614145585351,2021,block group,index
511076118042,pediat_2sfca,2.19635158948787,2021,block group,index
511076118043,pediat_2sfca,1.85738745637741,2021,block group,index
511076118051,pediat_2sfca,1.6539929418049,2021,block group,index
511076118052,pediat_2sfca,2.0014310580623502,2021,block group,index
511076118061,pediat_2sfca,1.41672421590419,2021,block group,index
511076118062,pediat_2sfca,2.06278252249047,2021,block group,index
511076118063,pediat_2sfca,1.55206506271782,2021,block group,index
511076119001,pediat_2sfca,1.61430369794028,2021,block group,index
511076119002,pediat_2sfca,1.46589330846257,2021,block group,index
511076119003,pediat_2sfca,1.50056092962235,2021,block group,index
511539001001,pediat_2sfca,1.39319471892935,2021,block group,index
511539001002,pediat_2sfca,0.686433936323912,2021,block group,index
511539002011,pediat_2sfca,3.47453198082492,2021,block group,index
511539002021,pediat_2sfca,1.77310798048017,2021,block group,index
511539002022,pediat_2sfca,1.43366229685318,2021,block group,index
511539002023,pediat_2sfca,1.72400163245958,2021,block group,index
511539002031,pediat_2sfca,1.43394450634236,2021,block group,index
511539002032,pediat_2sfca,1.53773938717975,2021,block group,index
511539003001,pediat_2sfca,2.1491151745596,2021,block group,index
511539003002,pediat_2sfca,1.49542298500517,2021,block group,index
511539003003,pediat_2sfca,1.56047661509352,2021,block group,index
511539003004,pediat_2sfca,1.63357239803089,2021,block group,index
511539004031,pediat_2sfca,1.18788259690878,2021,block group,index
511539004032,pediat_2sfca,0.766207516891535,2021,block group,index
511539004033,pediat_2sfca,0.656288730651835,2021,block group,index
511539004034,pediat_2sfca,1.46534274182195,2021,block group,index
511539004041,pediat_2sfca,1.23683390991673,2021,block group,index
511539004042,pediat_2sfca,1.02281060507231,2021,block group,index
511539004043,pediat_2sfca,0.817159060281706,2021,block group,index
511539004071,pediat_2sfca,1.04664604786813,2021,block group,index
511539004072,pediat_2sfca,1.06911314821575,2021,block group,index
511539004073,pediat_2sfca,1.06615314062797,2021,block group,index
511539004074,pediat_2sfca,1.12464206616252,2021,block group,index
511539004081,pediat_2sfca,0.507500652180133,2021,block group,index
511539004082,pediat_2sfca,0.552162079514366,2021,block group,index
511539004091,pediat_2sfca,1.06705421889985,2021,block group,index
511539004092,pediat_2sfca,0.766207516891535,2021,block group,index
511539004093,pediat_2sfca,1.07436337816581,2021,block group,index
511539004101,pediat_2sfca,0.517293177535857,2021,block group,index
511539004102,pediat_2sfca,0.634848182101027,2021,block group,index
511539005011,pediat_2sfca,1.20947358508693,2021,block group,index
511539005012,pediat_2sfca,1.43567630899305,2021,block group,index
511539005013,pediat_2sfca,1.07047768079664,2021,block group,index
511539005014,pediat_2sfca,1.20008096865839,2021,block group,index
511539005021,pediat_2sfca,1.31104385350028,2021,block group,index
511539006001,pediat_2sfca,1.52713829182157,2021,block group,index
511539006002,pediat_2sfca,1.54731920542159,2021,block group,index
511539006003,pediat_2sfca,1.42349458178877,2021,block group,index
511539006004,pediat_2sfca,1.1123905153278,2021,block group,index
511539007011,pediat_2sfca,1.18111847061371,2021,block group,index
511539007012,pediat_2sfca,0.831832887576431,2021,block group,index
511539007021,pediat_2sfca,1.08558671776509,2021,block group,index
511539007022,pediat_2sfca,0.823020366707972,2021,block group,index
511539007023,pediat_2sfca,0.815503843388744,2021,block group,index
511539008011,pediat_2sfca,0.52993617003026,2021,block group,index
511539008012,pediat_2sfca,0.803962502414259,2021,block group,index
511539008021,pediat_2sfca,0.463495115766348,2021,block group,index
511539008022,pediat_2sfca,0.789395498615976,2021,block group,index
511539008023,pediat_2sfca,0.691729074295355,2021,block group,index
511539009011,pediat_2sfca,0.637297774700359,2021,block group,index
511539009012,pediat_2sfca,0.699275710019143,2021,block group,index
511539009013,pediat_2sfca,0.517293177535857,2021,block group,index
511539009014,pediat_2sfca,0.621419828673326,2021,block group,index
511539009041,pediat_2sfca,0.459805759559006,2021,block group,index
511539009042,pediat_2sfca,0.468325456273534,2021,block group,index
511539009051,pediat_2sfca,0.457405271779889,2021,block group,index
511539009052,pediat_2sfca,0.457405271779889,2021,block group,index
511539010011,pediat_2sfca,0.630583295762734,2021,block group,index
511539010012,pediat_2sfca,0.501879315626412,2021,block group,index
511539010013,pediat_2sfca,0.0413650680047768,2021,block group,index
511539010014,pediat_2sfca,0.707240274042005,2021,block group,index
511539010051,pediat_2sfca,0.974601140979643,2021,block group,index
511539010052,pediat_2sfca,0.966827526019712,2021,block group,index
511539010081,pediat_2sfca,0.70293787370172,2021,block group,index
511539010082,pediat_2sfca,0.750572830308882,2021,block group,index
511539010091,pediat_2sfca,0.983650945829749,2021,block group,index
511539010092,pediat_2sfca,0.953149420564324,2021,block group,index
511539010093,pediat_2sfca,0.507500652180133,2021,block group,index
511539010094,pediat_2sfca,0.52022833026417,2021,block group,index
511539010101,pediat_2sfca,0.953149420564324,2021,block group,index
511539010102,pediat_2sfca,0.914770664885546,2021,block group,index
511539010111,pediat_2sfca,0.513777879654302,2021,block group,index
511539010112,pediat_2sfca,0.639038822724259,2021,block group,index
511539010121,pediat_2sfca,0.572304912387339,2021,block group,index
511539011001,pediat_2sfca,1.47677326362494,2021,block group,index
511539011002,pediat_2sfca,0.459805759559006,2021,block group,index
511539011003,pediat_2sfca,0.457405271779889,2021,block group,index
511539011004,pediat_2sfca,0.411287825988808,2021,block group,index
511539011005,pediat_2sfca,0.430698827144134,2021,block group,index
511539012031,pediat_2sfca,1.20922210939754,2021,block group,index
511539012032,pediat_2sfca,1.22759893233965,2021,block group,index
511539012081,pediat_2sfca,1.14060382401467,2021,block group,index
511539012082,pediat_2sfca,1.81777860653493,2021,block group,index
511539012083,pediat_2sfca,0.895355166753706,2021,block group,index
511539012091,pediat_2sfca,1.37021347017887,2021,block group,index
511539012092,pediat_2sfca,1.33065539025978,2021,block group,index
511539012093,pediat_2sfca,1.55108399866498,2021,block group,index
511539012094,pediat_2sfca,1.26171288739211,2021,block group,index
511539012095,pediat_2sfca,1.81532152886774,2021,block group,index
511539012111,pediat_2sfca,1.22220554632852,2021,block group,index
511539012112,pediat_2sfca,1.28337966056378,2021,block group,index
511539012113,pediat_2sfca,1.29710666280765,2021,block group,index
511539012121,pediat_2sfca,1.15842372130332,2021,block group,index
511539012122,pediat_2sfca,1.12622976519854,2021,block group,index
511539012123,pediat_2sfca,1.08032132377181,2021,block group,index
511539012191,pediat_2sfca,1.01420479317824,2021,block group,index
511539012192,pediat_2sfca,1.0093346492475,2021,block group,index
511539012193,pediat_2sfca,1.02549677952018,2021,block group,index
511539012194,pediat_2sfca,0.995978782067364,2021,block group,index
511539012211,pediat_2sfca,1.33897448389599,2021,block group,index
511539012212,pediat_2sfca,1.20315420795755,2021,block group,index
511539012213,pediat_2sfca,1.11701439189104,2021,block group,index
511539012221,pediat_2sfca,1.07583178513454,2021,block group,index
511539012222,pediat_2sfca,1.14918638674895,2021,block group,index
511539012231,pediat_2sfca,1.1598721748965,2021,block group,index
511539012232,pediat_2sfca,1.3366007347774,2021,block group,index
511539012233,pediat_2sfca,1.24004518910112,2021,block group,index
511539012241,pediat_2sfca,1.28508092592978,2021,block group,index
511539012242,pediat_2sfca,1.38314384409676,2021,block group,index
511539012243,pediat_2sfca,1.17594994857632,2021,block group,index
511539012251,pediat_2sfca,1.22379033740551,2021,block group,index
511539012252,pediat_2sfca,1.41629810982544,2021,block group,index
511539012261,pediat_2sfca,0.970507373823404,2021,block group,index
511539012262,pediat_2sfca,1.00530012299774,2021,block group,index
511539012263,pediat_2sfca,1.03902248040327,2021,block group,index
511539012271,pediat_2sfca,1.01125337182995,2021,block group,index
511539012272,pediat_2sfca,0.823180825227663,2021,block group,index
511539012273,pediat_2sfca,0.921395501181824,2021,block group,index
511539012281,pediat_2sfca,0.939316106959179,2021,block group,index
511539012282,pediat_2sfca,0.981051591589511,2021,block group,index
511539012283,pediat_2sfca,0.951529310461642,2021,block group,index
511539012291,pediat_2sfca,0.970911784772301,2021,block group,index
511539012292,pediat_2sfca,0.974601140979643,2021,block group,index
511539012301,pediat_2sfca,1.05842024101343,2021,block group,index
511539012302,pediat_2sfca,1.09736603795472,2021,block group,index
511539012303,pediat_2sfca,1.03094701923481,2021,block group,index
511539012311,pediat_2sfca,1.2441441269649,2021,block group,index
511539012312,pediat_2sfca,1.29409249285415,2021,block group,index
511539012313,pediat_2sfca,1.61282988135185,2021,block group,index
511539012321,pediat_2sfca,1.49345285823443,2021,block group,index
511539012322,pediat_2sfca,1.19033369074384,2021,block group,index
511539012331,pediat_2sfca,1.17280446064211,2021,block group,index
511539012332,pediat_2sfca,1.18606493751504,2021,block group,index
511539012333,pediat_2sfca,1.23066397287491,2021,block group,index
511539012341,pediat_2sfca,0.970911784772301,2021,block group,index
511539012342,pediat_2sfca,1.00679118460981,2021,block group,index
511539012351,pediat_2sfca,0.876165669326014,2021,block group,index
511539012352,pediat_2sfca,0.841438509485111,2021,block group,index
511539012361,pediat_2sfca,1.03902248040327,2021,block group,index
511539012362,pediat_2sfca,1.06619187510406,2021,block group,index
511539012371,pediat_2sfca,1.3258131367107,2021,block group,index
511539012372,pediat_2sfca,1.19459806525528,2021,block group,index
511539013031,pediat_2sfca,1.27464554382937,2021,block group,index
511539013032,pediat_2sfca,1.24624824375028,2021,block group,index
511539013041,pediat_2sfca,1.01840035232612,2021,block group,index
511539013042,pediat_2sfca,1.15579302043476,2021,block group,index
511539013051,pediat_2sfca,0.551990544303602,2021,block group,index
511539013052,pediat_2sfca,0.771541413236447,2021,block group,index
511539013061,pediat_2sfca,0.75755172453873,2021,block group,index
511539013062,pediat_2sfca,1.14617177989513,2021,block group,index
511539013063,pediat_2sfca,1.14617177989513,2021,block group,index
511539014031,pediat_2sfca,1.38696030791525,2021,block group,index
511539014032,pediat_2sfca,1.37568406245394,2021,block group,index
511539014033,pediat_2sfca,1.39103053922416,2021,block group,index
511539014071,pediat_2sfca,1.67673673373981,2021,block group,index
511539014081,pediat_2sfca,1.37187564440243,2021,block group,index
511539014082,pediat_2sfca,1.39103053922416,2021,block group,index
511539014083,pediat_2sfca,1.39305709110693,2021,block group,index
511539014091,pediat_2sfca,1.4049137004363,2021,block group,index
511539014092,pediat_2sfca,1.07142238793613,2021,block group,index
511539014101,pediat_2sfca,1.20385728880562,2021,block group,index
511539014102,pediat_2sfca,1.17068130723506,2021,block group,index
511539014103,pediat_2sfca,0.920648708774609,2021,block group,index
511539014104,pediat_2sfca,1.292514824867,2021,block group,index
511539014111,pediat_2sfca,0.819055703524185,2021,block group,index
511539014112,pediat_2sfca,1.15988390148971,2021,block group,index
511539014113,pediat_2sfca,1.01085501516814,2021,block group,index
511539014121,pediat_2sfca,1.16140626114718,2021,block group,index
511539014122,pediat_2sfca,0.825790229280856,2021,block group,index
511539014131,pediat_2sfca,1.16629799422089,2021,block group,index
