"","geoid","region_type","year","region_name","year.1","measure","value","measure_type","measure_units"
"697",51059451200,"tract",2020,"Census Tract 4512, Fairfax County, Virginia",2021,"perc_income_min_price_100",0.349244391,"percent",NA
"698",51059440701,"tract",2020,"Census Tract 4407.01, Fairfax County, Virginia",2021,"perc_income_med_price_25",0.773078707,"percent",NA
"699",51059440701,"tract",2020,"Census Tract 4407.01, Fairfax County, Virginia",2021,"perc_income_min_price_25",0.231869491,"percent",NA
"700",51059440701,"tract",2020,"Census Tract 4407.01, Fairfax County, Virginia",2021,"perc_income_med_price_100",1.159656719,"percent",NA
"701",51059440701,"tract",2020,"Census Tract 4407.01, Fairfax County, Virginia",2021,"perc_income_min_price_100_plus",0.309185094,"percent",NA
"702",51059440701,"tract",2020,"Census Tract 4407.01, Fairfax County, Virginia",2021,"perc_income_min_price_100",0.463816298,"percent",NA
"703",51013103200,"tract",2020,"Census Tract 1032, Arlington County, Virginia",2021,"perc_income_med_price_25",0.997710865,"percent",NA
"704",51013103200,"tract",2020,"Census Tract 1032, Arlington County, Virginia",2021,"perc_income_min_price_25",0.352057287,"percent",NA
"705",51013103200,"tract",2020,"Census Tract 1032, Arlington County, Virginia",2021,"perc_income_med_price_100",0.469448847,"percent",NA
"706",51013103200,"tract",2020,"Census Tract 1032, Arlington County, Virginia",2021,"perc_income_min_price_100_plus",0.469448847,"percent",NA
"707",51013103200,"tract",2020,"Census Tract 1032, Arlington County, Virginia",2021,"perc_income_min_price_100",0.469448847,"percent",NA
"708",51013102802,"tract",2020,"Census Tract 1028.02, Arlington County, Virginia",2021,"perc_income_med_price_25",0.770930971,"percent",NA
"709",51013102802,"tract",2020,"Census Tract 1028.02, Arlington County, Virginia",2021,"perc_income_min_price_25",0.27203459,"percent",NA
"710",51013102802,"tract",2020,"Census Tract 1028.02, Arlington County, Virginia",2021,"perc_income_med_price_100",0.362743023,"percent",NA
"711",51013102802,"tract",2020,"Census Tract 1028.02, Arlington County, Virginia",2021,"perc_income_min_price_100_plus",0.362743023,"percent",NA
"712",51013102802,"tract",2020,"Census Tract 1028.02, Arlington County, Virginia",2021,"perc_income_min_price_100",0.362743023,"percent",NA
"713",51059422301,"tract",2020,"Census Tract 4223.01, Fairfax County, Virginia",2021,"perc_income_med_price_25",1.130458541,"percent",NA
"714",51059422301,"tract",2020,"Census Tract 4223.01, Fairfax County, Virginia",2021,"perc_income_min_price_25",0.339058422,"percent",NA
"715",51059422301,"tract",2020,"Census Tract 4223.01, Fairfax County, Virginia",2021,"perc_income_med_price_100",1.69574434,"percent",NA
"716",51059422301,"tract",2020,"Census Tract 4223.01, Fairfax County, Virginia",2021,"perc_income_min_price_100_plus",0.565172742,"percent",NA
"717",51059422301,"tract",2020,"Census Tract 4223.01, Fairfax County, Virginia",2021,"perc_income_min_price_100",0.678229902,"percent",NA
"718",51059470600,"tract",2020,"Census Tract 4706, Fairfax County, Virginia",2021,"perc_income_med_price_25",0.72830349,"percent",NA
"719",51059470600,"tract",2020,"Census Tract 4706, Fairfax County, Virginia",2021,"perc_income_min_price_25",0.218440061,"percent",NA
"720",51059470600,"tract",2020,"Census Tract 4706, Fairfax County, Virginia",2021,"perc_income_med_price_100",1.092491654,"percent",NA
"721",51059470600,"tract",2020,"Census Tract 4706, Fairfax County, Virginia",2021,"perc_income_min_price_100_plus",0.291277693,"percent",NA
"722",51059470600,"tract",2020,"Census Tract 4706, Fairfax County, Virginia",2021,"perc_income_min_price_100",0.436952959,"percent",NA
"723",51059470800,"tract",2020,"Census Tract 4708, Fairfax County, Virginia",2021,"perc_income_med_price_25",0.691441974,"percent",NA
"724",51059470800,"tract",2020,"Census Tract 4708, Fairfax County, Virginia",2021,"perc_income_min_price_25",0.207384186,"percent",NA
"725",51059470800,"tract",2020,"Census Tract 4708, Fairfax County, Virginia",2021,"perc_income_med_price_100",1.037197536,"percent",NA
"726",51059470800,"tract",2020,"Census Tract 4708, Fairfax County, Virginia",2021,"perc_income_min_price_100_plus",0.276535299,"percent",NA
"727",51059470800,"tract",2020,"Census Tract 4708, Fairfax County, Virginia",2021,"perc_income_min_price_100",0.414837524,"percent",NA
"728",51510200702,"tract",2020,"Census Tract 2007.02, Alexandria city, Virginia",2021,"perc_income_med_price_25",0.898794416,"percent",NA
"729",51510200702,"tract",2020,"Census Tract 2007.02, Alexandria city, Virginia",2021,"perc_income_min_price_25",0.31715313,"percent",NA
"730",51510200702,"tract",2020,"Census Tract 2007.02, Alexandria city, Virginia",2021,"perc_income_med_price_100",0.422906091,"percent",NA
"731",51510200702,"tract",2020,"Census Tract 2007.02, Alexandria city, Virginia",2021,"perc_income_min_price_100_plus",0.422906091,"percent",NA
"732",51510200702,"tract",2020,"Census Tract 2007.02, Alexandria city, Virginia",2021,"perc_income_min_price_100",0.422906091,"percent",NA
"733",51059432600,"tract",2020,"Census Tract 4326, Fairfax County, Virginia",2021,"perc_income_med_price_25",0.709127981,"percent",NA
"734",51059432600,"tract",2020,"Census Tract 4326, Fairfax County, Virginia",2021,"perc_income_min_price_25",0.21268875,"percent",NA
"735",51059432600,"tract",2020,"Census Tract 4326, Fairfax County, Virginia",2021,"perc_income_med_price_100",1.063727431,"percent",NA
"736",51059432600,"tract",2020,"Census Tract 4326, Fairfax County, Virginia",2021,"perc_income_min_price_100_plus",0.28360864,"percent",NA
"737",51059432600,"tract",2020,"Census Tract 4326, Fairfax County, Virginia",2021,"perc_income_min_price_100",0.425448421,"percent",NA
"738",51059481201,"tract",2020,"Census Tract 4812.01, Fairfax County, Virginia",2021,"perc_income_med_price_25",0.662002759,"percent",NA
"739",51059481201,"tract",2020,"Census Tract 4812.01, Fairfax County, Virginia",2021,"perc_income_min_price_25",0.198554483,"percent",NA
"740",51059481201,"tract",2020,"Census Tract 4812.01, Fairfax County, Virginia",2021,"perc_income_med_price_100",0.993037241,"percent",NA
"741",51059481201,"tract",2020,"Census Tract 4812.01, Fairfax County, Virginia",2021,"perc_income_min_price_100_plus",0.264761379,"percent",NA
"742",51059481201,"tract",2020,"Census Tract 4812.01, Fairfax County, Virginia",2021,"perc_income_min_price_100",0.397175172,"percent",NA
"743",51059460900,"tract",2020,"Census Tract 4609, Fairfax County, Virginia",2021,"perc_income_med_price_25",0.66408386,"percent",NA
"744",51059460900,"tract",2020,"Census Tract 4609, Fairfax County, Virginia",2021,"perc_income_min_price_25",0.199178667,"percent",NA
"745",51059460900,"tract",2020,"Census Tract 4609, Fairfax County, Virginia",2021,"perc_income_med_price_100",0.996158998,"percent",NA
"746",51059460900,"tract",2020,"Census Tract 4609, Fairfax County, Virginia",2021,"perc_income_min_price_100_plus",0.265593695,"percent",NA
"747",51059460900,"tract",2020,"Census Tract 4609, Fairfax County, Virginia",2021,"perc_income_min_price_100",0.39842375,"percent",NA
"748",51153901229,"tract",2020,"Census Tract 9012.29, Prince William County, Virginia",2021,"perc_income_med_price_25",0.856840407,"percent",NA
"749",51153901229,"tract",2020,"Census Tract 9012.29, Prince William County, Virginia",2021,"perc_income_min_price_25",0.302349027,"percent",NA
"750",51153901229,"tract",2020,"Census Tract 9012.29, Prince William County, Virginia",2021,"perc_income_med_price_100",0.403165642,"percent",NA
"751",51153901229,"tract",2020,"Census Tract 9012.29, Prince William County, Virginia",2021,"perc_income_min_price_100_plus",0.403165642,"percent",NA
"752",51153901229,"tract",2020,"Census Tract 9012.29, Prince William County, Virginia",2021,"perc_income_min_price_100",0.403165642,"percent",NA
"753",51059460701,"tract",2020,"Census Tract 4607.01, Fairfax County, Virginia",2021,"perc_income_med_price_25",0.941082353,"percent",NA
"754",51059460701,"tract",2020,"Census Tract 4607.01, Fairfax County, Virginia",2021,"perc_income_min_price_25",0.282258824,"percent",NA
"755",51059460701,"tract",2020,"Census Tract 4607.01, Fairfax County, Virginia",2021,"perc_income_med_price_100",1.411670588,"percent",NA
"756",51059460701,"tract",2020,"Census Tract 4607.01, Fairfax County, Virginia",2021,"perc_income_min_price_100_plus",0.376376471,"percent",NA
"757",51059460701,"tract",2020,"Census Tract 4607.01, Fairfax County, Virginia",2021,"perc_income_min_price_100",0.564611765,"percent",NA
"758",51059451300,"tract",2020,"Census Tract 4513, Fairfax County, Virginia",2021,"perc_income_med_price_25",0.770388443,"percent",NA
"759",51059451300,"tract",2020,"Census Tract 4513, Fairfax County, Virginia",2021,"perc_income_min_price_25",0.2310626,"percent",NA
"760",51059451300,"tract",2020,"Census Tract 4513, Fairfax County, Virginia",2021,"perc_income_med_price_100",1.155621188,"percent",NA
"761",51059451300,"tract",2020,"Census Tract 4513, Fairfax County, Virginia",2021,"perc_income_min_price_100_plus",0.308109149,"percent",NA
"762",51059451300,"tract",2020,"Census Tract 4513, Fairfax County, Virginia",2021,"perc_income_min_price_100",0.462202247,"percent",NA
"763",51059421800,"tract",2020,"Census Tract 4218, Fairfax County, Virginia",2021,"perc_income_med_price_25",1.52712833,"percent",NA
"764",51059421800,"tract",2020,"Census Tract 4218, Fairfax County, Virginia",2021,"perc_income_min_price_25",0.458031589,"percent",NA
"765",51059421800,"tract",2020,"Census Tract 4218, Fairfax County, Virginia",2021,"perc_income_med_price_100",2.290768859,"percent",NA
"766",51059421800,"tract",2020,"Census Tract 4218, Fairfax County, Virginia",2021,"perc_income_min_price_100_plus",0.610759695,"percent",NA
"767",51059421800,"tract",2020,"Census Tract 4218, Fairfax County, Virginia",2021,"perc_income_min_price_100",0.916215907,"percent",NA
"768",51059481102,"tract",2020,"Census Tract 4811.02, Fairfax County, Virginia",2021,"perc_income_med_price_25",0.391328806,"percent",NA
"769",51059481102,"tract",2020,"Census Tract 4811.02, Fairfax County, Virginia",2021,"perc_income_min_price_25",0.293496604,"percent",NA
"770",51059481102,"tract",2020,"Census Tract 4811.02, Fairfax County, Virginia",2021,"perc_income_med_price_100",0.391328806,"percent",NA
"771",51059481102,"tract",2020,"Census Tract 4811.02, Fairfax County, Virginia",2021,"perc_income_min_price_100_plus",0.293496604,"percent",NA
"772",51059481102,"tract",2020,"Census Tract 4811.02, Fairfax County, Virginia",2021,"perc_income_min_price_100",0.293496604,"percent",NA
"773",51510200407,"tract",2020,"Census Tract 2004.07, Alexandria city, Virginia",2021,"perc_income_med_price_25",1.316874766,"percent",NA
"774",51510200407,"tract",2020,"Census Tract 2004.07, Alexandria city, Virginia",2021,"perc_income_min_price_25",0.464679071,"percent",NA
"775",51510200407,"tract",2020,"Census Tract 2004.07, Alexandria city, Virginia",2021,"perc_income_med_price_100",0.619623743,"percent",NA
"776",51510200407,"tract",2020,"Census Tract 2004.07, Alexandria city, Virginia",2021,"perc_income_min_price_100_plus",0.619623743,"percent",NA
"777",51510200407,"tract",2020,"Census Tract 2004.07, Alexandria city, Virginia",2021,"perc_income_min_price_100",0.619623743,"percent",NA
"778",51107611013,"tract",2020,"Census Tract 6110.13, Loudoun County, Virginia",2021,"perc_income_med_price_25",0.738887863,"percent",NA
"779",51107611013,"tract",2020,"Census Tract 6110.13, Loudoun County, Virginia",2021,"perc_income_min_price_25",0.221614631,"percent",NA
"780",51107611013,"tract",2020,"Census Tract 6110.13, Loudoun County, Virginia",2021,"perc_income_med_price_100",0.295510807,"percent",NA
"781",51107611013,"tract",2020,"Census Tract 6110.13, Loudoun County, Virginia",2021,"perc_income_min_price_100_plus",0.295510807,"percent",NA
"782",51107611013,"tract",2020,"Census Tract 6110.13, Loudoun County, Virginia",2021,"perc_income_min_price_100",0.295510807,"percent",NA
"783",51600300500,"tract",2020,"Census Tract 3005, Fairfax city, Virginia",2021,"perc_income_med_price_25",0.945867329,"percent",NA
"784",51600300500,"tract",2020,"Census Tract 3005, Fairfax city, Virginia",2021,"perc_income_min_price_25",0.283693981,"percent",NA
"785",51600300500,"tract",2020,"Census Tract 3005, Fairfax city, Virginia",2021,"perc_income_med_price_100",1.418848291,"percent",NA
"786",51600300500,"tract",2020,"Census Tract 3005, Fairfax city, Virginia",2021,"perc_income_min_price_100_plus",0.378290174,"percent",NA
"787",51600300500,"tract",2020,"Census Tract 3005, Fairfax city, Virginia",2021,"perc_income_min_price_100",0.567482559,"percent",NA
"788",51059420201,"tract",2020,"Census Tract 4202.01, Fairfax County, Virginia",2021,"perc_income_med_price_25",0.770235138,"percent",NA
"789",51059420201,"tract",2020,"Census Tract 4202.01, Fairfax County, Virginia",2021,"perc_income_min_price_25",0.231016619,"percent",NA
"790",51059420201,"tract",2020,"Census Tract 4202.01, Fairfax County, Virginia",2021,"perc_income_med_price_100",1.155391222,"percent",NA
"791",51059420201,"tract",2020,"Census Tract 4202.01, Fairfax County, Virginia",2021,"perc_income_min_price_100_plus",0.308047836,"percent",NA
"792",51059420201,"tract",2020,"Census Tract 4202.01, Fairfax County, Virginia",2021,"perc_income_min_price_100",0.46211027,"percent",NA
"793",51059490101,"tract",2020,"Census Tract 4901.01, Fairfax County, Virginia",2021,"perc_income_med_price_25",0.898127217,"percent",NA
"794",51059490101,"tract",2020,"Census Tract 4901.01, Fairfax County, Virginia",2021,"perc_income_min_price_25",0.26937529,"percent",NA
"795",51059490101,"tract",2020,"Census Tract 4901.01, Fairfax County, Virginia",2021,"perc_income_med_price_100",1.347235737,"percent",NA
"796",51059490101,"tract",2020,"Census Tract 4901.01, Fairfax County, Virginia",2021,"perc_income_min_price_100_plus",0.359196994,"percent",NA
"797",51059490101,"tract",2020,"Census Tract 4901.01, Fairfax County, Virginia",2021,"perc_income_min_price_100",0.538840402,"percent",NA
"798",51059460702,"tract",2020,"Census Tract 4607.02, Fairfax County, Virginia",2021,"perc_income_med_price_25",0.685645714,"percent",NA
"799",51059460702,"tract",2020,"Census Tract 4607.02, Fairfax County, Virginia",2021,"perc_income_min_price_25",0.205645714,"percent",NA
"800",51059460702,"tract",2020,"Census Tract 4607.02, Fairfax County, Virginia",2021,"perc_income_med_price_100",1.028502857,"percent",NA
"801",51059460702,"tract",2020,"Census Tract 4607.02, Fairfax County, Virginia",2021,"perc_income_min_price_100_plus",0.274217143,"percent",NA
"802",51059460702,"tract",2020,"Census Tract 4607.02, Fairfax County, Virginia",2021,"perc_income_min_price_100",0.41136,"percent",NA
"803",51510200802,"tract",2020,"Census Tract 2008.02, Alexandria city, Virginia",2021,"perc_income_med_price_25",1.041576029,"percent",NA
"804",51510200802,"tract",2020,"Census Tract 2008.02, Alexandria city, Virginia",2021,"perc_income_min_price_25",0.36753577,"percent",NA
"805",51510200802,"tract",2020,"Census Tract 2008.02, Alexandria city, Virginia",2021,"perc_income_med_price_100",0.490088544,"percent",NA
"806",51510200802,"tract",2020,"Census Tract 2008.02, Alexandria city, Virginia",2021,"perc_income_min_price_100_plus",0.490088544,"percent",NA
"807",51510200802,"tract",2020,"Census Tract 2008.02, Alexandria city, Virginia",2021,"perc_income_min_price_100",0.490088544,"percent",NA
"808",51013102302,"tract",2020,"Census Tract 1023.02, Arlington County, Virginia",2021,"perc_income_med_price_25",0.723149901,"percent",NA
"809",51013102302,"tract",2020,"Census Tract 1023.02, Arlington County, Virginia",2021,"perc_income_min_price_25",0.255174321,"percent",NA
"810",51013102302,"tract",2020,"Census Tract 1023.02, Arlington County, Virginia",2021,"perc_income_med_price_100",0.34026079,"percent",NA
"811",51013102302,"tract",2020,"Census Tract 1023.02, Arlington County, Virginia",2021,"perc_income_min_price_100_plus",0.34026079,"percent",NA
"812",51013102302,"tract",2020,"Census Tract 1023.02, Arlington County, Virginia",2021,"perc_income_min_price_100",0.34026079,"percent",NA
"813",51107611010,"tract",2020,"Census Tract 6110.10, Loudoun County, Virginia",2021,"perc_income_med_price_25",1.760335671,"percent",NA
"814",51107611010,"tract",2020,"Census Tract 6110.10, Loudoun County, Virginia",2021,"perc_income_min_price_25",0.527977465,"percent",NA
"815",51107611010,"tract",2020,"Census Tract 6110.10, Loudoun County, Virginia",2021,"perc_income_med_price_100",0.704028638,"percent",NA
"816",51107611010,"tract",2020,"Census Tract 6110.10, Loudoun County, Virginia",2021,"perc_income_min_price_100_plus",0.704028638,"percent",NA
"817",51107611010,"tract",2020,"Census Tract 6110.10, Loudoun County, Virginia",2021,"perc_income_min_price_100",0.704028638,"percent",NA
"818",51107611802,"tract",2020,"Census Tract 6118.02, Loudoun County, Virginia",2021,"perc_income_med_price_25",0.632974399,"percent",NA
"819",51107611802,"tract",2020,"Census Tract 6118.02, Loudoun County, Virginia",2021,"perc_income_min_price_25",0.223354538,"percent",NA
"820",51107611802,"tract",2020,"Census Tract 6118.02, Loudoun County, Virginia",2021,"perc_income_med_price_100",0.297830877,"percent",NA
"821",51107611802,"tract",2020,"Census Tract 6118.02, Loudoun County, Virginia",2021,"perc_income_min_price_100_plus",0.297830877,"percent",NA
"822",51107611802,"tract",2020,"Census Tract 6118.02, Loudoun County, Virginia",2021,"perc_income_min_price_100",0.297830877,"percent",NA
"823",51059480501,"tract",2020,"Census Tract 4805.01, Fairfax County, Virginia",2021,"perc_income_med_price_25",0.519179096,"percent",NA
"824",51059480501,"tract",2020,"Census Tract 4805.01, Fairfax County, Virginia",2021,"perc_income_min_price_25",0.155717383,"percent",NA
"825",51059480501,"tract",2020,"Census Tract 4805.01, Fairfax County, Virginia",2021,"perc_income_med_price_100",0.778794605,"percent",NA
"826",51059480501,"tract",2020,"Census Tract 4805.01, Fairfax County, Virginia",2021,"perc_income_min_price_100_plus",0.207640484,"percent",NA
"827",51059480501,"tract",2020,"Census Tract 4805.01, Fairfax County, Virginia",2021,"perc_income_min_price_100",0.311486688,"percent",NA
"828",51683910202,"tract",2020,"Census Tract 9102.02, Manassas city, Virginia",2021,"perc_income_med_price_25",1.295085714,"percent",NA
"829",51683910202,"tract",2020,"Census Tract 9102.02, Manassas city, Virginia",2021,"perc_income_min_price_25",0.456990476,"percent",NA
"830",51683910202,"tract",2020,"Census Tract 9102.02, Manassas city, Virginia",2021,"perc_income_med_price_100",0.609371429,"percent",NA
"831",51683910202,"tract",2020,"Census Tract 9102.02, Manassas city, Virginia",2021,"perc_income_min_price_100_plus",0.609371429,"percent",NA
"832",51683910202,"tract",2020,"Census Tract 9102.02, Manassas city, Virginia",2021,"perc_income_min_price_100",0.609371429,"percent",NA
"833",51510201500,"tract",2020,"Census Tract 2015, Alexandria city, Virginia",2021,"perc_income_med_price_25",0.583482082,"percent",NA
"834",51510201500,"tract",2020,"Census Tract 2015, Alexandria city, Virginia",2021,"perc_income_min_price_25",0.20589043,"percent",NA
"835",51510201500,"tract",2020,"Census Tract 2015, Alexandria city, Virginia",2021,"perc_income_med_price_100",0.274543457,"percent",NA
"836",51510201500,"tract",2020,"Census Tract 2015, Alexandria city, Virginia",2021,"perc_income_min_price_100_plus",0.274543457,"percent",NA
"837",51510201500,"tract",2020,"Census Tract 2015, Alexandria city, Virginia",2021,"perc_income_min_price_100",0.274543457,"percent",NA
"838",51107610504,"tract",2020,"Census Tract 6105.04, Loudoun County, Virginia",2021,"perc_income_med_price_25",1.067974473,"percent",NA
"839",51107610504,"tract",2020,"Census Tract 6105.04, Loudoun County, Virginia",2021,"perc_income_min_price_25",0.320317576,"percent",NA
"840",51107610504,"tract",2020,"Census Tract 6105.04, Loudoun County, Virginia",2021,"perc_income_med_price_100",0.427125704,"percent",NA
"841",51107610504,"tract",2020,"Census Tract 6105.04, Loudoun County, Virginia",2021,"perc_income_min_price_100_plus",0.427125704,"percent",NA
"842",51107610504,"tract",2020,"Census Tract 6105.04, Loudoun County, Virginia",2021,"perc_income_min_price_100",0.427125704,"percent",NA
"843",51153900202,"tract",2020,"Census Tract 9002.02, Prince William County, Virginia",2021,"perc_income_med_price_25",1.279985944,"percent",NA
"844",51153900202,"tract",2020,"Census Tract 9002.02, Prince William County, Virginia",2021,"perc_income_min_price_25",0.451662295,"percent",NA
"845",51153900202,"tract",2020,"Census Tract 9002.02, Prince William County, Virginia",2021,"perc_income_med_price_100",0.602266595,"percent",NA
"846",51153900202,"tract",2020,"Census Tract 9002.02, Prince William County, Virginia",2021,"perc_income_min_price_100_plus",0.602266595,"percent",NA
"847",51153900202,"tract",2020,"Census Tract 9002.02, Prince William County, Virginia",2021,"perc_income_min_price_100",0.602266595,"percent",NA
"848",51059420203,"tract",2020,"Census Tract 4202.03, Fairfax County, Virginia",2021,"perc_income_med_price_25",0.742959752,"percent",NA
"849",51059420203,"tract",2020,"Census Tract 4202.03, Fairfax County, Virginia",2021,"perc_income_min_price_25",0.222835913,"percent",NA
"850",51059420203,"tract",2020,"Census Tract 4202.03, Fairfax County, Virginia",2021,"perc_income_med_price_100",1.11447678,"percent",NA
"851",51059420203,"tract",2020,"Census Tract 4202.03, Fairfax County, Virginia",2021,"perc_income_min_price_100_plus",0.297139319,"percent",NA
"852",51059420203,"tract",2020,"Census Tract 4202.03, Fairfax County, Virginia",2021,"perc_income_min_price_100",0.44574613,"percent",NA
"853",51013101100,"tract",2020,"Census Tract 1011, Arlington County, Virginia",2021,"perc_income_med_price_25",0.544493561,"percent",NA
"854",51013101100,"tract",2020,"Census Tract 1011, Arlington County, Virginia",2021,"perc_income_min_price_25",0.192132744,"percent",NA
"855",51013101100,"tract",2020,"Census Tract 1011, Arlington County, Virginia",2021,"perc_income_med_price_100",0.256198347,"percent",NA
"856",51013101100,"tract",2020,"Census Tract 1011, Arlington County, Virginia",2021,"perc_income_min_price_100_plus",0.256198347,"percent",NA
"857",51013101100,"tract",2020,"Census Tract 1011, Arlington County, Virginia",2021,"perc_income_min_price_100",0.256198347,"percent",NA
"858",51013102701,"tract",2020,"Census Tract 1027.01, Arlington County, Virginia",2021,"perc_income_med_price_25",1.871957711,"percent",NA
"859",51013102701,"tract",2020,"Census Tract 1027.01, Arlington County, Virginia",2021,"perc_income_min_price_25",0.660548438,"percent",NA
"860",51013102701,"tract",2020,"Census Tract 1027.01, Arlington County, Virginia",2021,"perc_income_med_price_100",0.880804669,"percent",NA
"861",51013102701,"tract",2020,"Census Tract 1027.01, Arlington County, Virginia",2021,"perc_income_min_price_100_plus",0.880804669,"percent",NA
"862",51013102701,"tract",2020,"Census Tract 1027.01, Arlington County, Virginia",2021,"perc_income_min_price_100",0.880804669,"percent",NA
"863",51013102600,"tract",2020,"Census Tract 1026, Arlington County, Virginia",2021,"perc_income_med_price_25",1.037718379,"percent",NA
"864",51013102600,"tract",2020,"Census Tract 1026, Arlington County, Virginia",2021,"perc_income_min_price_25",0.36617454,"percent",NA
"865",51013102600,"tract",2020,"Census Tract 1026, Arlington County, Virginia",2021,"perc_income_med_price_100",0.48827342,"percent",NA
"866",51013102600,"tract",2020,"Census Tract 1026, Arlington County, Virginia",2021,"perc_income_min_price_100_plus",0.48827342,"percent",NA
"867",51013102600,"tract",2020,"Census Tract 1026, Arlington County, Virginia",2021,"perc_income_min_price_100",0.48827342,"percent",NA
"868",51059430201,"tract",2020,"Census Tract 4302.01, Fairfax County, Virginia",2021,"perc_income_med_price_25",0.891845487,"percent",NA
"869",51059430201,"tract",2020,"Census Tract 4302.01, Fairfax County, Virginia",2021,"perc_income_min_price_25",0.267491211,"percent",NA
"870",51059430201,"tract",2020,"Census Tract 4302.01, Fairfax County, Virginia",2021,"perc_income_med_price_100",1.337812828,"percent",NA
"871",51059430201,"tract",2020,"Census Tract 4302.01, Fairfax County, Virginia",2021,"perc_income_min_price_100_plus",0.356684679,"percent",NA
"872",51059430201,"tract",2020,"Census Tract 4302.01, Fairfax County, Virginia",2021,"perc_income_min_price_100",0.535071615,"percent",NA
"873",51059452000,"tract",2020,"Census Tract 4520, Fairfax County, Virginia",2021,"perc_income_med_price_25",0.897106542,"percent",NA
"874",51059452000,"tract",2020,"Census Tract 4520, Fairfax County, Virginia",2021,"perc_income_min_price_25",0.269069159,"percent",NA
"875",51059452000,"tract",2020,"Census Tract 4520, Fairfax County, Virginia",2021,"perc_income_med_price_100",1.345704673,"percent",NA
"876",51059452000,"tract",2020,"Census Tract 4520, Fairfax County, Virginia",2021,"perc_income_min_price_100_plus",0.358788785,"percent",NA
"877",51059452000,"tract",2020,"Census Tract 4520, Fairfax County, Virginia",2021,"perc_income_min_price_100",0.538228037,"percent",NA
"878",51510201204,"tract",2020,"Census Tract 2012.04, Alexandria city, Virginia",2021,"perc_income_med_price_25",1.16274202,"percent",NA
"879",51510201204,"tract",2020,"Census Tract 2012.04, Alexandria city, Virginia",2021,"perc_income_min_price_25",0.348741206,"percent",NA
"880",51510201204,"tract",2020,"Census Tract 2012.04, Alexandria city, Virginia",2021,"perc_income_med_price_100",0.697598698,"percent",NA
"881",51510201204,"tract",2020,"Census Tract 2012.04, Alexandria city, Virginia",2021,"perc_income_min_price_100_plus",0.465027036,"percent",NA
"882",51510201204,"tract",2020,"Census Tract 2012.04, Alexandria city, Virginia",2021,"perc_income_min_price_100",0.465027036,"percent",NA
"883",51600300100,"tract",2020,"Census Tract 3001, Fairfax city, Virginia",2021,"perc_income_med_price_25",1.101191241,"percent",NA
"884",51600300100,"tract",2020,"Census Tract 3001, Fairfax city, Virginia",2021,"perc_income_min_price_25",0.330280281,"percent",NA
"885",51600300100,"tract",2020,"Census Tract 3001, Fairfax city, Virginia",2021,"perc_income_med_price_100",1.651841927,"percent",NA
"886",51600300100,"tract",2020,"Census Tract 3001, Fairfax city, Virginia",2021,"perc_income_min_price_100_plus",0.440410418,"percent",NA
"887",51600300100,"tract",2020,"Census Tract 3001, Fairfax city, Virginia",2021,"perc_income_min_price_100",0.660670693,"percent",NA
"888",51153900501,"tract",2020,"Census Tract 9005.01, Prince William County, Virginia",2021,"perc_income_med_price_25",1.441709899,"percent",NA
"889",51153900501,"tract",2020,"Census Tract 9005.01, Prince William County, Virginia",2021,"perc_income_min_price_25",0.508729026,"percent",NA
"890",51153900501,"tract",2020,"Census Tract 9005.01, Prince William County, Virginia",2021,"perc_income_med_price_100",0.678361912,"percent",NA
"891",51153900501,"tract",2020,"Census Tract 9005.01, Prince William County, Virginia",2021,"perc_income_min_price_100_plus",0.678361912,"percent",NA
"892",51153900501,"tract",2020,"Census Tract 9005.01, Prince William County, Virginia",2021,"perc_income_min_price_100",0.678361912,"percent",NA
"893",51059491502,"tract",2020,"Census Tract 4915.02, Fairfax County, Virginia",2021,"perc_income_med_price_25",0.571162003,"percent",NA
"894",51059491502,"tract",2020,"Census Tract 4915.02, Fairfax County, Virginia",2021,"perc_income_min_price_25",0.171308615,"percent",NA
"895",51059491502,"tract",2020,"Census Tract 4915.02, Fairfax County, Virginia",2021,"perc_income_med_price_100",0.856771565,"percent",NA
"896",51059491502,"tract",2020,"Census Tract 4915.02, Fairfax County, Virginia",2021,"perc_income_min_price_100_plus",0.228430528,"percent",NA
"897",51059491502,"tract",2020,"Census Tract 4915.02, Fairfax County, Virginia",2021,"perc_income_min_price_100",0.342674353,"percent",NA
"898",51059415700,"tract",2020,"Census Tract 4157, Fairfax County, Virginia",2021,"perc_income_med_price_25",0.636750549,"percent",NA
"899",51059415700,"tract",2020,"Census Tract 4157, Fairfax County, Virginia",2021,"perc_income_min_price_25",0.190980588,"percent",NA
"900",51059415700,"tract",2020,"Census Tract 4157, Fairfax County, Virginia",2021,"perc_income_med_price_100",0.955157665,"percent",NA
"901",51059415700,"tract",2020,"Census Tract 4157, Fairfax County, Virginia",2021,"perc_income_min_price_100_plus",0.254662011,"percent",NA
"902",51059415700,"tract",2020,"Census Tract 4157, Fairfax County, Virginia",2021,"perc_income_min_price_100",0.382024857,"percent",NA
"903",51059492300,"tract",2020,"Census Tract 4923, Fairfax County, Virginia",2021,"perc_income_med_price_25",0.929685502,"percent",NA
"904",51059492300,"tract",2020,"Census Tract 4923, Fairfax County, Virginia",2021,"perc_income_min_price_25",0.278840566,"percent",NA
"905",51059492300,"tract",2020,"Census Tract 4923, Fairfax County, Virginia",2021,"perc_income_med_price_100",1.394574743,"percent",NA
