"","geoid","region_type","year","region_name","year.1","measure","value","measure_type","measure_units"
"34",51600,"county",2020,"Fairfax city, Virginia",2021,"perc_income_med_price_25",1.064672686,"percent",NA
"35",51600,"county",2020,"Fairfax city, Virginia",2021,"perc_income_min_price_100",0.63876102,"percent",NA
"36",51600,"county",2020,"Fairfax city, Virginia",2021,"perc_income_avg_nat_package",0.681458665,"percent",NA
"37",51610,"county",2020,"Falls Church city, Virginia",2021,"perc_income_min_price_100",0.26011665,"percent",NA
"38",51610,"county",2020,"Falls Church city, Virginia",2021,"perc_income_min_price_25",0.20953095,"percent",NA
"39",51610,"county",2020,"Falls Church city, Virginia",2021,"perc_income_avg_nat_package",0.616849382,"percent",NA
"40",51610,"county",2020,"Falls Church city, Virginia",2021,"perc_income_med_price_25",0.816843518,"percent",NA
"41",51610,"county",2020,"Falls Church city, Virginia",2021,"perc_income_med_price_100",0.52437469,"percent",NA
"42",51610,"county",2020,"Falls Church city, Virginia",2021,"perc_income_min_price_100_plus",0.22639285,"percent",NA
"43",51683,"county",2020,"Manassas city, Virginia",2021,"perc_income_min_price_100",0.60097931,"percent",NA
"44",51683,"county",2020,"Manassas city, Virginia",2021,"perc_income_min_price_100_plus",0.60097931,"percent",NA
"45",51683,"county",2020,"Manassas city, Virginia",2021,"perc_income_med_price_25",1.277250101,"percent",NA
"46",51683,"county",2020,"Manassas city, Virginia",2021,"perc_income_med_price_100",0.60097931,"percent",NA
"47",51683,"county",2020,"Manassas city, Virginia",2021,"perc_income_min_price_25",0.450696912,"percent",NA
"48",51683,"county",2020,"Manassas city, Virginia",2021,"perc_income_avg_nat_package",0.961807347,"percent",NA
"49",51685,"county",2020,"Manassas Park city, Virginia",2021,"perc_income_min_price_25",0.420518363,"percent",NA
"50",51685,"county",2020,"Manassas Park city, Virginia",2021,"perc_income_med_price_25",1.191725764,"percent",NA
"51",51685,"county",2020,"Manassas Park city, Virginia",2021,"perc_income_min_price_100",0.56073789,"percent",NA
"52",51685,"county",2020,"Manassas Park city, Virginia",2021,"perc_income_min_price_100_plus",0.56073789,"percent",NA
"53",51685,"county",2020,"Manassas Park city, Virginia",2021,"perc_income_avg_nat_package",0.897404976,"percent",NA
"54",51685,"county",2020,"Manassas Park city, Virginia",2021,"perc_income_med_price_100",0.56073789,"percent",NA
"55",51059481202,"tract",2020,"Census Tract 4812.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.825282885,"percent",NA
"56",51059421101,"tract",2020,"Census Tract 4211.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.573961004,"percent",NA
"57",51013100600,"tract",2020,"Census Tract 1006, Arlington County, Virginia",2021,"perc_income_avg_nat_package",0.544750394,"percent",NA
"58",51510201400,"tract",2020,"Census Tract 2014, Alexandria city, Virginia",2021,"perc_income_avg_nat_package",0.480937829,"percent",NA
"59",51059482502,"tract",2020,"Census Tract 4825.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.434114136,"percent",NA
"60",51107611005,"tract",2020,"Census Tract 6110.05, Loudoun County, Virginia",2021,"perc_income_avg_nat_package",0.546759312,"percent",NA
"61",51683910201,"tract",2020,"Census Tract 9102.01, Manassas city, Virginia",2021,"perc_income_avg_nat_package",0.873034819,"percent",NA
"62",51059471402,"tract",2020,"Census Tract 4714.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.895929819,"percent",NA
"63",51059421400,"tract",2020,"Census Tract 4214, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.986107188,"percent",NA
"64",51059422101,"tract",2020,"Census Tract 4221.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.768853427,"percent",NA
"65",51059421701,"tract",2020,"Census Tract 4217.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",1.017218543,"percent",NA
"66",51059452302,"tract",2020,"Census Tract 4523.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",1.241814213,"percent",NA
"67",51013101402,"tract",2020,"Census Tract 1014.02, Arlington County, Virginia",2021,"perc_income_avg_nat_package",0.59629181,"percent",NA
"68",51059421102,"tract",2020,"Census Tract 4211.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.644636007,"percent",NA
"69",51059431002,"tract",2020,"Census Tract 4310.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.73448543,"percent",NA
"70",51059420600,"tract",2020,"Census Tract 4206, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.918979072,"percent",NA
"71",51059450200,"tract",2020,"Census Tract 4502, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.865352113,"percent",NA
"72",51059415401,"tract",2020,"Census Tract 4154.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",1.274836911,"percent",NA
"73",51059440201,"tract",2020,"Census Tract 4402.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.623604401,"percent",NA
"74",51059482302,"tract",2020,"Census Tract 4823.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",1.150992881,"percent",NA
"75",51059432300,"tract",2020,"Census Tract 4323, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.460951192,"percent",NA
"76",51059432702,"tract",2020,"Census Tract 4327.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.7184486,"percent",NA
"77",51510200701,"tract",2020,"Census Tract 2007.01, Alexandria city, Virginia",2021,"perc_income_avg_nat_package",0.620290276,"percent",NA
"78",51510200103,"tract",2020,"Census Tract 2001.03, Alexandria city, Virginia",2021,"perc_income_avg_nat_package",1.172053841,"percent",NA
"79",51059432701,"tract",2020,"Census Tract 4327.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.49515164,"percent",NA
"80",51059452400,"tract",2020,"Census Tract 4524, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.738717248,"percent",NA
"81",51059415900,"tract",2020,"Census Tract 4159, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.420216346,"percent",NA
"82",51059451200,"tract",2020,"Census Tract 4512, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.372589448,"percent",NA
"83",51059440701,"tract",2020,"Census Tract 4407.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.494819855,"percent",NA
"84",51013103200,"tract",2020,"Census Tract 1032, Arlington County, Virginia",2021,"perc_income_avg_nat_package",0.751305981,"percent",NA
"85",51013102802,"tract",2020,"Census Tract 1028.02, Arlington County, Virginia",2021,"perc_income_avg_nat_package",0.58053397,"percent",NA
"86",51059422301,"tract",2020,"Census Tract 4223.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.723565823,"percent",NA
"87",51059470600,"tract",2020,"Census Tract 4706, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.46616085,"percent",NA
"88",51059470800,"tract",2020,"Census Tract 4708, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.44256712,"percent",NA
"89",51510200702,"tract",2020,"Census Tract 2007.02, Alexandria city, Virginia",2021,"perc_income_avg_nat_package",0.676818951,"percent",NA
"90",51059432600,"tract",2020,"Census Tract 4326, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.453887296,"percent",NA
"91",51059481201,"tract",2020,"Census Tract 4812.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.423724138,"percent",NA
"92",51059460900,"tract",2020,"Census Tract 4609, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.425056176,"percent",NA
"93",51153901229,"tract",2020,"Census Tract 9012.29, Prince William County, Virginia",2021,"perc_income_avg_nat_package",0.645226333,"percent",NA
"94",51059460701,"tract",2020,"Census Tract 4607.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.602352941,"percent",NA
"95",51059451300,"tract",2020,"Census Tract 4513, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.493097913,"percent",NA
"96",51059421800,"tract",2020,"Census Tract 4218, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.977459877,"percent",NA
"97",51059481102,"tract",2020,"Census Tract 4811.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.626126089,"percent",NA
"98",51510200407,"tract",2020,"Census Tract 2004.07, Alexandria city, Virginia",2021,"perc_income_avg_nat_package",0.9916459,"percent",NA
"99",51107611013,"tract",2020,"Census Tract 6110.13, Loudoun County, Virginia",2021,"perc_income_avg_nat_package",0.472935526,"percent",NA
"100",51600300500,"tract",2020,"Census Tract 3005, Fairfax city, Virginia",2021,"perc_income_avg_nat_package",0.605415632,"percent",NA
"101",51059420201,"tract",2020,"Census Tract 4202.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.492999788,"percent",NA
"102",51059490101,"tract",2020,"Census Tract 4901.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.574858905,"percent",NA
"103",51059460702,"tract",2020,"Census Tract 4607.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.438857143,"percent",NA
"104",51510200802,"tract",2020,"Census Tract 2008.02, Alexandria city, Virginia",2021,"perc_income_avg_nat_package",0.784337755,"percent",NA
"105",51013102302,"tract",2020,"Census Tract 1023.02, Arlington County, Virginia",2021,"perc_income_avg_nat_package",0.544553402,"percent",NA
"106",51107611010,"tract",2020,"Census Tract 6110.10, Loudoun County, Virginia",2021,"perc_income_avg_nat_package",1.126727502,"percent",NA
"107",51107611802,"tract",2020,"Census Tract 6118.02, Loudoun County, Virginia",2021,"perc_income_avg_nat_package",0.476648565,"percent",NA
"108",51059480501,"tract",2020,"Census Tract 4805.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.332307852,"percent",NA
"109",51683910202,"tract",2020,"Census Tract 9102.02, Manassas city, Virginia",2021,"perc_income_avg_nat_package",0.975238095,"percent",NA
"110",51510201500,"tract",2020,"Census Tract 2015, Alexandria city, Virginia",2021,"perc_income_avg_nat_package",0.439379377,"percent",NA
"111",51107610504,"tract",2020,"Census Tract 6105.04, Loudoun County, Virginia",2021,"perc_income_avg_nat_package",0.68357202,"percent",NA
"112",51153900202,"tract",2020,"Census Tract 9002.02, Prince William County, Virginia",2021,"perc_income_avg_nat_package",0.963867518,"percent",NA
"113",51059420203,"tract",2020,"Census Tract 4202.03, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.475541796,"percent",NA
"114",51013101100,"tract",2020,"Census Tract 1011, Arlington County, Virginia",2021,"perc_income_avg_nat_package",0.41001986,"percent",NA
"115",51013102701,"tract",2020,"Census Tract 1027.01, Arlington County, Virginia",2021,"perc_income_avg_nat_package",1.409639881,"percent",NA
"116",51013102600,"tract",2020,"Census Tract 1026, Arlington County, Virginia",2021,"perc_income_avg_nat_package",0.78143283,"percent",NA
"117",51059430201,"tract",2020,"Census Tract 4302.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.570838196,"percent",NA
"118",51059452000,"tract",2020,"Census Tract 4520, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.574205607,"percent",NA
"119",51510201204,"tract",2020,"Census Tract 2012.04, Alexandria city, Virginia",2021,"perc_income_avg_nat_package",0.744229316,"percent",NA
"120",51600300100,"tract",2020,"Census Tract 3001, Fairfax city, Virginia",2021,"perc_income_avg_nat_package",0.704832878,"percent",NA
"121",51153900501,"tract",2020,"Census Tract 9005.01, Prince William County, Virginia",2021,"perc_income_avg_nat_package",1.085650471,"percent",NA
"122",51059491502,"tract",2020,"Census Tract 4915.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.36558024,"percent",NA
"123",51059415700,"tract",2020,"Census Tract 4157, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.407561108,"percent",NA
"124",51059492300,"tract",2020,"Census Tract 4923, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.595058227,"percent",NA
"125",51153901005,"tract",2020,"Census Tract 9010.05, Prince William County, Virginia",2021,"perc_income_avg_nat_package",0.435744681,"percent",NA
"126",51153901415,"tract",2020,"Census Tract 9014.15, Prince William County, Virginia",2021,"perc_income_avg_nat_package",0.53426087,"percent",NA
"127",51059481000,"tract",2020,"Census Tract 4810, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.895898465,"percent",NA
"128",51059471100,"tract",2020,"Census Tract 4711, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.592135698,"percent",NA
"129",51059450500,"tract",2020,"Census Tract 4505, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.718394837,"percent",NA
"130",51059460600,"tract",2020,"Census Tract 4606, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.396387097,"percent",NA
"131",51059432401,"tract",2020,"Census Tract 4324.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.445679865,"percent",NA
"132",51013101500,"tract",2020,"Census Tract 1015, Arlington County, Virginia",2021,"perc_income_avg_nat_package",0.675651899,"percent",NA
"133",51059491202,"tract",2020,"Census Tract 4912.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.919958794,"percent",NA
"134",51059451000,"tract",2020,"Census Tract 4510, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.496483244,"percent",NA
"135",51013103700,"tract",2020,"Census Tract 1037, Arlington County, Virginia",2021,"perc_income_avg_nat_package",0.38301374,"percent",NA
"136",51059450702,"tract",2020,"Census Tract 4507.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",1.062196589,"percent",NA
"137",51059421001,"tract",2020,"Census Tract 4210.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.722823529,"percent",NA
"138",51059432100,"tract",2020,"Census Tract 4321, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.656842537,"percent",NA
"139",51013101803,"tract",2020,"Census Tract 1018.03, Arlington County, Virginia",2021,"perc_income_avg_nat_package",0.850667907,"percent",NA
"140",51107611300,"tract",2020,"Census Tract 6113, Loudoun County, Virginia",2021,"perc_income_avg_nat_package",0.666985106,"percent",NA
"141",51059430102,"tract",2020,"Census Tract 4301.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.672698766,"percent",NA
"142",51107610702,"tract",2020,"Census Tract 6107.02, Loudoun County, Virginia",2021,"perc_income_avg_nat_package",0.577626017,"percent",NA
"143",51510200403,"tract",2020,"Census Tract 2004.03, Alexandria city, Virginia",2021,"perc_income_avg_nat_package",0.65015873,"percent",NA
"144",51059471201,"tract",2020,"Census Tract 4712.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.711111111,"percent",NA
"145",51059461901,"tract",2020,"Census Tract 4619.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.857305516,"percent",NA
"146",51059432201,"tract",2020,"Census Tract 4322.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.83669245,"percent",NA
"147",51153901009,"tract",2020,"Census Tract 9010.09, Prince William County, Virginia",2021,"perc_income_avg_nat_package",0.548904692,"percent",NA
"148",51059491801,"tract",2020,"Census Tract 4918.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.741234039,"percent",NA
"149",51013102002,"tract",2020,"Census Tract 1020.02, Arlington County, Virginia",2021,"perc_income_avg_nat_package",0.935638317,"percent",NA
"150",51059460300,"tract",2020,"Census Tract 4603, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.41056565,"percent",NA
"151",51059451501,"tract",2020,"Census Tract 4515.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",1.147433216,"percent",NA
"152",51059471304,"tract",2020,"Census Tract 4713.04, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.426576612,"percent",NA
"153",51059452502,"tract",2020,"Census Tract 4525.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",1.194104111,"percent",NA
"154",51013103602,"tract",2020,"Census Tract 1036.02, Arlington County, Virginia",2021,"perc_income_avg_nat_package",0.944324218,"percent",NA
"155",51059420400,"tract",2020,"Census Tract 4204, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.811624835,"percent",NA
"156",51059461000,"tract",2020,"Census Tract 4610, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.475050567,"percent",NA
"157",51059452301,"tract",2020,"Census Tract 4523.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",1.408450704,"percent",NA
"158",51059421500,"tract",2020,"Census Tract 4215, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",1.360616529,"percent",NA
"159",51510200801,"tract",2020,"Census Tract 2008.01, Alexandria city, Virginia",2021,"perc_income_avg_nat_package",0.354734411,"percent",NA
"160",51013102902,"tract",2020,"Census Tract 1029.02, Arlington County, Virginia",2021,"perc_income_avg_nat_package",0.710795202,"percent",NA
"161",51059482201,"tract",2020,"Census Tract 4822.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.899118442,"percent",NA
"162",51153901237,"tract",2020,"Census Tract 9012.37, Prince William County, Virginia",2021,"perc_income_avg_nat_package",0.816231095,"percent",NA
"163",51153901222,"tract",2020,"Census Tract 9012.22, Prince William County, Virginia",2021,"perc_income_avg_nat_package",0.735111128,"percent",NA
"164",51059430202,"tract",2020,"Census Tract 4302.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.527240773,"percent",NA
"165",51107611602,"tract",2020,"Census Tract 6116.02, Loudoun County, Virginia",2021,"perc_income_avg_nat_package",0.921349393,"percent",NA
"166",51510201900,"tract",2020,"Census Tract 2019, Alexandria city, Virginia",2021,"perc_income_avg_nat_package",0.547484281,"percent",NA
"167",51510201100,"tract",2020,"Census Tract 2011, Alexandria city, Virginia",2021,"perc_income_avg_nat_package",0.538947368,"percent",NA
"168",51059461602,"tract",2020,"Census Tract 4616.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.673932501,"percent",NA
"169",51059451400,"tract",2020,"Census Tract 4514, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",1.754466121,"percent",NA
"170",51510200703,"tract",2020,"Census Tract 2007.03, Alexandria city, Virginia",2021,"perc_income_avg_nat_package",0.597056697,"percent",NA
"171",51059480901,"tract",2020,"Census Tract 4809.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.701568481,"percent",NA
"172",51059470300,"tract",2020,"Census Tract 4703, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.342984231,"percent",NA
"173",51610500100,"tract",2020,"Census Tract 5001, Falls Church city, Virginia",2021,"perc_income_avg_nat_package",0.539367507,"percent",NA
"174",51059452802,"tract",2020,"Census Tract 4528.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",1.078242801,"percent",NA
"175",51510201802,"tract",2020,"Census Tract 2018.02, Alexandria city, Virginia",2021,"perc_income_avg_nat_package",0.404920202,"percent",NA
"176",51107611601,"tract",2020,"Census Tract 6116.01, Loudoun County, Virginia",2021,"perc_income_avg_nat_package",0.752019584,"percent",NA
"177",51107611014,"tract",2020,"Census Tract 6110.14, Loudoun County, Virginia",2021,"perc_income_avg_nat_package",0.640656673,"percent",NA
"178",51059482002,"tract",2020,"Census Tract 4820.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.63194273,"percent",NA
"179",51153901403,"tract",2020,"Census Tract 9014.03, Prince William County, Virginia",2021,"perc_income_avg_nat_package",1.291711518,"percent",NA
"180",51059491403,"tract",2020,"Census Tract 4914.03, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.372504511,"percent",NA
"181",51153900502,"tract",2020,"Census Tract 9005.02, Prince William County, Virginia",2021,"perc_income_avg_nat_package",0.645443238,"percent",NA
"182",51059450701,"tract",2020,"Census Tract 4507.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.514572864,"percent",NA
"183",51059452101,"tract",2020,"Census Tract 4521.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.640533778,"percent",NA
"184",51059482400,"tract",2020,"Census Tract 4824, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.32750533,"percent",NA
"185",51059432000,"tract",2020,"Census Tract 4320, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.55776661,"percent",NA
"186",51059491602,"tract",2020,"Census Tract 4916.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.718213444,"percent",NA
"187",51153900600,"tract",2020,"Census Tract 9006, Prince William County, Virginia",2021,"perc_income_avg_nat_package",1.455427532,"percent",NA
"188",51059491402,"tract",2020,"Census Tract 4914.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.736690647,"percent",NA
"189",51059420100,"tract",2020,"Census Tract 4201, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.584368152,"percent",NA
"190",51059491803,"tract",2020,"Census Tract 4918.03, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.78817734,"percent",NA
"191",51059491303,"tract",2020,"Census Tract 4913.03, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.886447056,"percent",NA
"192",51059431001,"tract",2020,"Census Tract 4310.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.708428267,"percent",NA
"193",51059420502,"tract",2020,"Census Tract 4205.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.871074211,"percent",NA
"194",51013101200,"tract",2020,"Census Tract 1012, Arlington County, Virginia",2021,"perc_income_avg_nat_package",0.500325733,"percent",NA
"195",51059431900,"tract",2020,"Census Tract 4319, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.46813854,"percent",NA
"196",51013103601,"tract",2020,"Census Tract 1036.01, Arlington County, Virginia",2021,"perc_income_avg_nat_package",0.432371569,"percent",NA
"197",51107611015,"tract",2020,"Census Tract 6110.15, Loudoun County, Virginia",2021,"perc_income_avg_nat_package",0.595422688,"percent",NA
"198",51059491302,"tract",2020,"Census Tract 4913.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.664469074,"percent",NA
"199",51059430500,"tract",2020,"Census Tract 4305, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.53737484,"percent",NA
"200",51013102001,"tract",2020,"Census Tract 1020.01, Arlington County, Virginia",2021,"perc_income_avg_nat_package",0.909887923,"percent",NA
"201",51013102400,"tract",2020,"Census Tract 1024, Arlington County, Virginia",2021,"perc_income_avg_nat_package",0.787062658,"percent",NA
"202",51510200107,"tract",2020,"Census Tract 2001.07, Alexandria city, Virginia",2021,"perc_income_avg_nat_package",0.778675643,"percent",NA
"203",51059450900,"tract",2020,"Census Tract 4509, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.461156012,"percent",NA
"204",51059480202,"tract",2020,"Census Tract 4802.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.8312408,"percent",NA
"205",51059461902,"tract",2020,"Census Tract 4619.02, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",1.645385209,"percent",NA
"206",51059471401,"tract",2020,"Census Tract 4714.01, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.644127786,"percent",NA
"207",51153900203,"tract",2020,"Census Tract 9002.03, Prince William County, Virginia",2021,"perc_income_avg_nat_package",1.322701204,"percent",NA
"208",51059480903,"tract",2020,"Census Tract 4809.03, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.783785439,"percent",NA
"209",51153900100,"tract",2020,"Census Tract 9001, Prince William County, Virginia",2021,"perc_income_avg_nat_package",0.566267281,"percent",NA
"210",51107611202,"tract",2020,"Census Tract 6112.02, Loudoun County, Virginia",2021,"perc_income_avg_nat_package",0.495218689,"percent",NA
"211",51600300400,"tract",2020,"Census Tract 3004, Fairfax city, Virginia",2021,"perc_income_avg_nat_package",0.656410256,"percent",NA
"212",51059460800,"tract",2020,"Census Tract 4608, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.437893777,"percent",NA
"213",51107611803,"tract",2020,"Census Tract 6118.03, Loudoun County, Virginia",2021,"perc_income_avg_nat_package",0.51305347,"percent",NA
"214",51059481106,"tract",2020,"Census Tract 4811.06, Fairfax County, Virginia",2021,"perc_income_avg_nat_package",0.419603344,"percent",NA
"215",51107610601,"tract",2020,"Census Tract 6106.01, Loudoun County, Virginia",2021,"perc_income_avg_nat_package",0.604872055,"percent",NA
