"","geoid","year","region_name","region_type","measure","value","measure_type","measure_units"
"1512",51153901414,2020,"Census Tract 9014.14, Prince William County, Virginia","tract","norm_3sfca",2.246798153,"normalized index",NA
"1513",51153901415,2020,"Census Tract 9014.15, Prince William County, Virginia","tract","norm_3sfca",2.246798153,"normalized index",NA
"1514",51153901416,2020,"Census Tract 9014.16, Prince William County, Virginia","tract","norm_3sfca",2.246798153,"normalized index",NA
"1515",51153901417,2020,"Census Tract 9014.17, Prince William County, Virginia","tract","norm_3sfca",2.246798153,"normalized index",NA
"1516",51153901503,2020,"Census Tract 9015.03, Prince William County, Virginia","tract","norm_3sfca",2.246798153,"normalized index",NA
"1517",51153901504,2020,"Census Tract 9015.04, Prince William County, Virginia","tract","norm_3sfca",1.809558569,"normalized index",NA
"1518",51153901505,2020,"Census Tract 9015.05, Prince William County, Virginia","tract","norm_3sfca",1.809558569,"normalized index",NA
"1519",51153901506,2020,"Census Tract 9015.06, Prince William County, Virginia","tract","norm_3sfca",1.809558569,"normalized index",NA
"1520",51153901507,2020,"Census Tract 9015.07, Prince William County, Virginia","tract","norm_3sfca",1.809558569,"normalized index",NA
"1521",51153901508,2020,"Census Tract 9015.08, Prince William County, Virginia","tract","norm_3sfca",1.809558569,"normalized index",NA
"1522",51153901509,2020,"Census Tract 9015.09, Prince William County, Virginia","tract","norm_3sfca",1.809558569,"normalized index",NA
"1523",51153901510,2020,"Census Tract 9015.10, Prince William County, Virginia","tract","norm_3sfca",1.809558569,"normalized index",NA
"1524",51153901511,2020,"Census Tract 9015.11, Prince William County, Virginia","tract","norm_3sfca",1.809558569,"normalized index",NA
"1525",51153901601,2020,"Census Tract 9016.01, Prince William County, Virginia","tract","norm_3sfca",2.246798153,"normalized index",NA
"1526",51153901602,2020,"Census Tract 9016.02, Prince William County, Virginia","tract","norm_3sfca",2.246798153,"normalized index",NA
"1527",51153901701,2020,"Census Tract 9017.01, Prince William County, Virginia","tract","norm_3sfca",2.246798153,"normalized index",NA
"1528",51153901702,2020,"Census Tract 9017.02, Prince William County, Virginia","tract","norm_3sfca",2.246798153,"normalized index",NA
"1529",51153901900,2020,"Census Tract 9019, Prince William County, Virginia","tract","norm_3sfca",36.06590161,"normalized index",NA
"1530",51510200102,2020,"Census Tract 2001.02, Alexandria city, Virginia","tract","norm_3sfca",48.83195999,"normalized index",NA
"1531",51510200103,2020,"Census Tract 2001.03, Alexandria city, Virginia","tract","norm_3sfca",48.83195999,"normalized index",NA
"1532",51510200104,2020,"Census Tract 2001.04, Alexandria city, Virginia","tract","norm_3sfca",48.83195999,"normalized index",NA
"1533",51510200105,2020,"Census Tract 2001.05, Alexandria city, Virginia","tract","norm_3sfca",48.83195999,"normalized index",NA
"1534",51510200106,2020,"Census Tract 2001.06, Alexandria city, Virginia","tract","norm_3sfca",48.83195999,"normalized index",NA
"1535",51510200107,2020,"Census Tract 2001.07, Alexandria city, Virginia","tract","norm_3sfca",48.83195999,"normalized index",NA
"1536",51510200201,2020,"Census Tract 2002.01, Alexandria city, Virginia","tract","norm_3sfca",48.83195999,"normalized index",NA
"1537",51510200202,2020,"Census Tract 2002.02, Alexandria city, Virginia","tract","norm_3sfca",48.83195999,"normalized index",NA
"1538",51510200301,2020,"Census Tract 2003.01, Alexandria city, Virginia","tract","norm_3sfca",48.83195999,"normalized index",NA
"1539",51510200302,2020,"Census Tract 2003.02, Alexandria city, Virginia","tract","norm_3sfca",48.83195999,"normalized index",NA
"1540",51510200303,2020,"Census Tract 2003.03, Alexandria city, Virginia","tract","norm_3sfca",48.83195999,"normalized index",NA
"1541",51510200403,2020,"Census Tract 2004.03, Alexandria city, Virginia","tract","norm_3sfca",48.83195999,"normalized index",NA
"1542",51510200404,2020,"Census Tract 2004.04, Alexandria city, Virginia","tract","norm_3sfca",48.83195999,"normalized index",NA
"1543",51510200405,2020,"Census Tract 2004.05, Alexandria city, Virginia","tract","norm_3sfca",48.83195999,"normalized index",NA
"1544",51510200406,2020,"Census Tract 2004.06, Alexandria city, Virginia","tract","norm_3sfca",48.83195999,"normalized index",NA
"1545",51510200407,2020,"Census Tract 2004.07, Alexandria city, Virginia","tract","norm_3sfca",48.83195999,"normalized index",NA
"1546",51510200500,2020,"Census Tract 2005, Alexandria city, Virginia","tract","norm_3sfca",48.83195999,"normalized index",NA
"1547",51510200600,2020,"Census Tract 2006, Alexandria city, Virginia","tract","norm_3sfca",48.83195999,"normalized index",NA
"1548",51510200701,2020,"Census Tract 2007.01, Alexandria city, Virginia","tract","norm_3sfca",48.83195999,"normalized index",NA
"1549",51510200702,2020,"Census Tract 2007.02, Alexandria city, Virginia","tract","norm_3sfca",20.16768819,"normalized index",NA
"1550",51510200703,2020,"Census Tract 2007.03, Alexandria city, Virginia","tract","norm_3sfca",36.06590161,"normalized index",NA
"1551",51510200801,2020,"Census Tract 2008.01, Alexandria city, Virginia","tract","norm_3sfca",36.06590161,"normalized index",NA
"1552",51510200802,2020,"Census Tract 2008.02, Alexandria city, Virginia","tract","norm_3sfca",36.06590161,"normalized index",NA
"1553",51510200900,2020,"Census Tract 2009, Alexandria city, Virginia","tract","norm_3sfca",48.83195999,"normalized index",NA
"1554",51510201000,2020,"Census Tract 2010, Alexandria city, Virginia","tract","norm_3sfca",48.83195999,"normalized index",NA
"1555",51510201100,2020,"Census Tract 2011, Alexandria city, Virginia","tract","norm_3sfca",20.16768819,"normalized index",NA
"1556",51510201202,2020,"Census Tract 2012.02, Alexandria city, Virginia","tract","norm_3sfca",20.16768819,"normalized index",NA
"1557",51510201203,2020,"Census Tract 2012.03, Alexandria city, Virginia","tract","norm_3sfca",20.16768819,"normalized index",NA
"1558",51510201204,2020,"Census Tract 2012.04, Alexandria city, Virginia","tract","norm_3sfca",20.16768819,"normalized index",NA
"1559",51510201300,2020,"Census Tract 2013, Alexandria city, Virginia","tract","norm_3sfca",36.06590161,"normalized index",NA
"1560",51510201400,2020,"Census Tract 2014, Alexandria city, Virginia","tract","norm_3sfca",36.06590161,"normalized index",NA
"1561",51510201500,2020,"Census Tract 2015, Alexandria city, Virginia","tract","norm_3sfca",36.06590161,"normalized index",NA
"1562",51510201600,2020,"Census Tract 2016, Alexandria city, Virginia","tract","norm_3sfca",36.06590161,"normalized index",NA
"1563",51510201801,2020,"Census Tract 2018.01, Alexandria city, Virginia","tract","norm_3sfca",36.06590161,"normalized index",NA
"1564",51510201802,2020,"Census Tract 2018.02, Alexandria city, Virginia","tract","norm_3sfca",36.06590161,"normalized index",NA
"1565",51510201900,2020,"Census Tract 2019, Alexandria city, Virginia","tract","norm_3sfca",36.06590161,"normalized index",NA
"1566",51510202001,2020,"Census Tract 2020.01, Alexandria city, Virginia","tract","norm_3sfca",36.06590161,"normalized index",NA
"1567",51510202002,2020,"Census Tract 2020.02, Alexandria city, Virginia","tract","norm_3sfca",36.06590161,"normalized index",NA
"1568",51600300100,2020,"Census Tract 3001, Fairfax city, Virginia","tract","norm_3sfca",37.66061667,"normalized index",NA
"1569",51600300200,2020,"Census Tract 3002, Fairfax city, Virginia","tract","norm_3sfca",37.66061667,"normalized index",NA
"1570",51600300300,2020,"Census Tract 3003, Fairfax city, Virginia","tract","norm_3sfca",73.55074039,"normalized index",NA
"1571",51600300400,2020,"Census Tract 3004, Fairfax city, Virginia","tract","norm_3sfca",37.66061667,"normalized index",NA
"1572",51600300500,2020,"Census Tract 3005, Fairfax city, Virginia","tract","norm_3sfca",73.55074039,"normalized index",NA
"1573",51610500100,2020,"Census Tract 5001, Falls Church city, Virginia","tract","norm_3sfca",37.66061667,"normalized index",NA
"1574",51610500200,2020,"Census Tract 5002, Falls Church city, Virginia","tract","norm_3sfca",37.66061667,"normalized index",NA
"1575",51610500300,2020,"Census Tract 5003, Falls Church city, Virginia","tract","norm_3sfca",37.66061667,"normalized index",NA
"1576",51683910100,2020,"Census Tract 9101, Manassas city, Virginia","tract","norm_3sfca",2.246798153,"normalized index",NA
"1577",51683910201,2020,"Census Tract 9102.01, Manassas city, Virginia","tract","norm_3sfca",2.246798153,"normalized index",NA
"1578",51683910202,2020,"Census Tract 9102.02, Manassas city, Virginia","tract","norm_3sfca",2.246798153,"normalized index",NA
"1579",51683910301,2020,"Census Tract 9103.01, Manassas city, Virginia","tract","norm_3sfca",2.246798153,"normalized index",NA
"1580",51683910302,2020,"Census Tract 9103.02, Manassas city, Virginia","tract","norm_3sfca",2.246798153,"normalized index",NA
"1581",51683910401,2020,"Census Tract 9104.01, Manassas city, Virginia","tract","norm_3sfca",2.246798153,"normalized index",NA
"1582",51683910402,2020,"Census Tract 9104.02, Manassas city, Virginia","tract","norm_3sfca",2.246798153,"normalized index",NA
"1583",51685920100,2020,"Census Tract 9201, Manassas Park city, Virginia","tract","norm_3sfca",2.246798153,"normalized index",NA
"1584",51685920200,2020,"Census Tract 9202, Manassas Park city, Virginia","tract","norm_3sfca",2.246798153,"normalized index",NA
"1585",51013100100,2020,"Census Tract 1001, Arlington County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1586",51013100200,2020,"Census Tract 1002, Arlington County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1587",51013100300,2020,"Census Tract 1003, Arlington County, Virginia","tract","norm_2sfca",18.27985482,"normalized index",NA
"1588",51013100400,2020,"Census Tract 1004, Arlington County, Virginia","tract","norm_2sfca",18.04830888,"normalized index",NA
"1589",51013100500,2020,"Census Tract 1005, Arlington County, Virginia","tract","norm_2sfca",18.27985482,"normalized index",NA
"1590",51013100600,2020,"Census Tract 1006, Arlington County, Virginia","tract","norm_2sfca",18.27985482,"normalized index",NA
"1591",51013100700,2020,"Census Tract 1007, Arlington County, Virginia","tract","norm_2sfca",18.27985482,"normalized index",NA
"1592",51013100800,2020,"Census Tract 1008, Arlington County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1593",51013100900,2020,"Census Tract 1009, Arlington County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1594",51013101000,2020,"Census Tract 1010, Arlington County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1595",51013101100,2020,"Census Tract 1011, Arlington County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1596",51013101200,2020,"Census Tract 1012, Arlington County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1597",51013101300,2020,"Census Tract 1013, Arlington County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1598",51013101401,2020,"Census Tract 1014.01, Arlington County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1599",51013101402,2020,"Census Tract 1014.02, Arlington County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1600",51013101403,2020,"Census Tract 1014.03, Arlington County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1601",51013101404,2020,"Census Tract 1014.04, Arlington County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1602",51013101500,2020,"Census Tract 1015, Arlington County, Virginia","tract","norm_2sfca",18.27985482,"normalized index",NA
"1603",51013101601,2020,"Census Tract 1016.01, Arlington County, Virginia","tract","norm_2sfca",18.27985482,"normalized index",NA
"1604",51013101602,2020,"Census Tract 1016.02, Arlington County, Virginia","tract","norm_2sfca",18.04830888,"normalized index",NA
"1605",51013101603,2020,"Census Tract 1016.03, Arlington County, Virginia","tract","norm_2sfca",18.27985482,"normalized index",NA
"1606",51013101701,2020,"Census Tract 1017.01, Arlington County, Virginia","tract","norm_2sfca",18.04830888,"normalized index",NA
"1607",51013101702,2020,"Census Tract 1017.02, Arlington County, Virginia","tract","norm_2sfca",18.04830888,"normalized index",NA
"1608",51013101703,2020,"Census Tract 1017.03, Arlington County, Virginia","tract","norm_2sfca",18.04830888,"normalized index",NA
"1609",51013101801,2020,"Census Tract 1018.01, Arlington County, Virginia","tract","norm_2sfca",18.04830888,"normalized index",NA
"1610",51013101802,2020,"Census Tract 1018.02, Arlington County, Virginia","tract","norm_2sfca",18.04830888,"normalized index",NA
"1611",51013101803,2020,"Census Tract 1018.03, Arlington County, Virginia","tract","norm_2sfca",18.04830888,"normalized index",NA
"1612",51013101900,2020,"Census Tract 1019, Arlington County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1613",51013102001,2020,"Census Tract 1020.01, Arlington County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1614",51013102002,2020,"Census Tract 1020.02, Arlington County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1615",51013102003,2020,"Census Tract 1020.03, Arlington County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1616",51013102100,2020,"Census Tract 1021, Arlington County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1617",51013102200,2020,"Census Tract 1022, Arlington County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1618",51013102301,2020,"Census Tract 1023.01, Arlington County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1619",51013102302,2020,"Census Tract 1023.02, Arlington County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1620",51013102400,2020,"Census Tract 1024, Arlington County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1621",51013102500,2020,"Census Tract 1025, Arlington County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1622",51013102600,2020,"Census Tract 1026, Arlington County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1623",51013102701,2020,"Census Tract 1027.01, Arlington County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1624",51013102702,2020,"Census Tract 1027.02, Arlington County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1625",51013102801,2020,"Census Tract 1028.01, Arlington County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1626",51013102802,2020,"Census Tract 1028.02, Arlington County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1627",51013102901,2020,"Census Tract 1029.01, Arlington County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1628",51013102902,2020,"Census Tract 1029.02, Arlington County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1629",51013103000,2020,"Census Tract 1030, Arlington County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1630",51013103100,2020,"Census Tract 1031, Arlington County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1631",51013103200,2020,"Census Tract 1032, Arlington County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1632",51013103300,2020,"Census Tract 1033, Arlington County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1633",51013103401,2020,"Census Tract 1034.01, Arlington County, Virginia","tract","norm_2sfca",18.04830888,"normalized index",NA
"1634",51013103402,2020,"Census Tract 1034.02, Arlington County, Virginia","tract","norm_2sfca",18.04830888,"normalized index",NA
"1635",51013103501,2020,"Census Tract 1035.01, Arlington County, Virginia","tract","norm_2sfca",18.04830888,"normalized index",NA
"1636",51013103502,2020,"Census Tract 1035.02, Arlington County, Virginia","tract","norm_2sfca",18.04830888,"normalized index",NA
"1637",51013103503,2020,"Census Tract 1035.03, Arlington County, Virginia","tract","norm_2sfca",18.04830888,"normalized index",NA
"1638",51013103601,2020,"Census Tract 1036.01, Arlington County, Virginia","tract","norm_2sfca",18.04830888,"normalized index",NA
"1639",51013103602,2020,"Census Tract 1036.02, Arlington County, Virginia","tract","norm_2sfca",18.04830888,"normalized index",NA
"1640",51013103700,2020,"Census Tract 1037, Arlington County, Virginia","tract","norm_2sfca",18.04830888,"normalized index",NA
"1641",51013103800,2020,"Census Tract 1038, Arlington County, Virginia","tract","norm_2sfca",18.04830888,"normalized index",NA
"1642",51059415100,2020,"Census Tract 4151, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1643",51059415200,2020,"Census Tract 4152, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1644",51059415300,2020,"Census Tract 4153, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1645",51059415401,2020,"Census Tract 4154.01, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1646",51059415402,2020,"Census Tract 4154.02, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1647",51059415500,2020,"Census Tract 4155, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1648",51059415600,2020,"Census Tract 4156, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1649",51059415700,2020,"Census Tract 4157, Fairfax County, Virginia","tract","norm_2sfca",0,"normalized index",NA
"1650",51059415800,2020,"Census Tract 4158, Fairfax County, Virginia","tract","norm_2sfca",0,"normalized index",NA
"1651",51059415900,2020,"Census Tract 4159, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1652",51059416000,2020,"Census Tract 4160, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1653",51059416100,2020,"Census Tract 4161, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1654",51059416200,2020,"Census Tract 4162, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1655",51059416300,2020,"Census Tract 4163, Fairfax County, Virginia","tract","norm_2sfca",0,"normalized index",NA
"1656",51059420100,2020,"Census Tract 4201, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1657",51059420201,2020,"Census Tract 4202.01, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1658",51059420202,2020,"Census Tract 4202.02, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1659",51059420203,2020,"Census Tract 4202.03, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1660",51059420300,2020,"Census Tract 4203, Fairfax County, Virginia","tract","norm_2sfca",18.04830888,"normalized index",NA
"1661",51059420400,2020,"Census Tract 4204, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1662",51059420501,2020,"Census Tract 4205.01, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1663",51059420502,2020,"Census Tract 4205.02, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1664",51059420503,2020,"Census Tract 4205.03, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1665",51059420600,2020,"Census Tract 4206, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1666",51059420700,2020,"Census Tract 4207, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1667",51059420800,2020,"Census Tract 4208, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1668",51059421001,2020,"Census Tract 4210.01, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1669",51059421002,2020,"Census Tract 4210.02, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1670",51059421101,2020,"Census Tract 4211.01, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1671",51059421102,2020,"Census Tract 4211.02, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1672",51059421103,2020,"Census Tract 4211.03, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1673",51059421200,2020,"Census Tract 4212, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1674",51059421300,2020,"Census Tract 4213, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1675",51059421400,2020,"Census Tract 4214, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1676",51059421500,2020,"Census Tract 4215, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1677",51059421600,2020,"Census Tract 4216, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1678",51059421701,2020,"Census Tract 4217.01, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1679",51059421702,2020,"Census Tract 4217.02, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1680",51059421800,2020,"Census Tract 4218, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1681",51059421900,2020,"Census Tract 4219, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1682",51059422000,2020,"Census Tract 4220, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1683",51059422101,2020,"Census Tract 4221.01, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1684",51059422102,2020,"Census Tract 4221.02, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1685",51059422201,2020,"Census Tract 4222.01, Fairfax County, Virginia","tract","norm_2sfca",0,"normalized index",NA
"1686",51059422202,2020,"Census Tract 4222.02, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1687",51059422301,2020,"Census Tract 4223.01, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1688",51059422302,2020,"Census Tract 4223.02, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1689",51059422401,2020,"Census Tract 4224.01, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1690",51059422402,2020,"Census Tract 4224.02, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1691",51059422403,2020,"Census Tract 4224.03, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1692",51059430101,2020,"Census Tract 4301.01, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1693",51059430102,2020,"Census Tract 4301.02, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1694",51059430201,2020,"Census Tract 4302.01, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1695",51059430202,2020,"Census Tract 4302.02, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1696",51059430203,2020,"Census Tract 4302.03, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1697",51059430400,2020,"Census Tract 4304, Fairfax County, Virginia","tract","norm_2sfca",81.64514625,"normalized index",NA
"1698",51059430500,2020,"Census Tract 4305, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1699",51059430600,2020,"Census Tract 4306, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1700",51059430700,2020,"Census Tract 4307, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1701",51059430801,2020,"Census Tract 4308.01, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1702",51059430802,2020,"Census Tract 4308.02, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1703",51059430901,2020,"Census Tract 4309.01, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1704",51059430902,2020,"Census Tract 4309.02, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1705",51059431001,2020,"Census Tract 4310.01, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1706",51059431002,2020,"Census Tract 4310.02, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1707",51059431300,2020,"Census Tract 4313, Fairfax County, Virginia","tract","norm_2sfca",55.44339668,"normalized index",NA
"1708",51059431400,2020,"Census Tract 4314, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1709",51059431500,2020,"Census Tract 4315, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1710",51059431600,2020,"Census Tract 4316, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1711",51059431801,2020,"Census Tract 4318.01, Fairfax County, Virginia","tract","norm_2sfca",81.64514625,"normalized index",NA
"1712",51059431802,2020,"Census Tract 4318.02, Fairfax County, Virginia","tract","norm_2sfca",81.64514625,"normalized index",NA
"1713",51059431900,2020,"Census Tract 4319, Fairfax County, Virginia","tract","norm_2sfca",81.64514625,"normalized index",NA
"1714",51059432000,2020,"Census Tract 4320, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1715",51059432100,2020,"Census Tract 4321, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1716",51059432201,2020,"Census Tract 4322.01, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1717",51059432202,2020,"Census Tract 4322.02, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1718",51059432300,2020,"Census Tract 4323, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1719",51059432401,2020,"Census Tract 4324.01, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1720",51059432402,2020,"Census Tract 4324.02, Fairfax County, Virginia","tract","norm_2sfca",55.44339668,"normalized index",NA
"1721",51059432500,2020,"Census Tract 4325, Fairfax County, Virginia","tract","norm_2sfca",55.44339668,"normalized index",NA
"1722",51059432600,2020,"Census Tract 4326, Fairfax County, Virginia","tract","norm_2sfca",55.44339668,"normalized index",NA
"1723",51059432701,2020,"Census Tract 4327.01, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1724",51059432702,2020,"Census Tract 4327.02, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1725",51059432800,2020,"Census Tract 4328, Fairfax County, Virginia","tract","norm_2sfca",17.93756951,"normalized index",NA
"1726",51059440100,2020,"Census Tract 4401, Fairfax County, Virginia","tract","norm_2sfca",81.87669219,"normalized index",NA
"1727",51059440201,2020,"Census Tract 4402.01, Fairfax County, Virginia","tract","norm_2sfca",81.87669219,"normalized index",NA
"1728",51059440202,2020,"Census Tract 4402.02, Fairfax County, Virginia","tract","norm_2sfca",81.87669219,"normalized index",NA
"1729",51059440300,2020,"Census Tract 4403, Fairfax County, Virginia","tract","norm_2sfca",81.87669219,"normalized index",NA
"1730",51059440501,2020,"Census Tract 4405.01, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1731",51059440502,2020,"Census Tract 4405.02, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1732",51059440600,2020,"Census Tract 4406, Fairfax County, Virginia","tract","norm_2sfca",55.55413605,"normalized index",NA
"1733",51059440701,2020,"Census Tract 4407.01, Fairfax County, Virginia","tract","norm_2sfca",81.64514625,"normalized index",NA
"1734",51059440702,2020,"Census Tract 4407.02, Fairfax County, Virginia","tract","norm_2sfca",81.64514625,"normalized index",NA
"1735",51059440800,2020,"Census Tract 4408, Fairfax County, Virginia","tract","norm_2sfca",81.87669219,"normalized index",NA
"1736",51059450100,2020,"Census Tract 4501, Fairfax County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1737",51059450200,2020,"Census Tract 4502, Fairfax County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1738",51059450300,2020,"Census Tract 4503, Fairfax County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1739",51059450400,2020,"Census Tract 4504, Fairfax County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1740",51059450500,2020,"Census Tract 4505, Fairfax County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
"1741",51059450601,2020,"Census Tract 4506.01, Fairfax County, Virginia","tract","norm_2sfca",55.78568199,"normalized index",NA
