"region_name","year","value","region_type","measure","measure_type","measure_units","geoid"
"Census Tract 1024, Arlington County, Virginia",2019,10.42640208,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102400
"Census Tract 1024, Arlington County, Virginia",2019,10.42640208,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102400
"Census Tract 1024, Arlington County, Virginia",2019,10.42640208,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102400
"Census Tract 1024, Arlington County, Virginia",2019,10.42640208,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102400
"Census Tract 1024, Arlington County, Virginia",2019,10.42640208,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102400
"Census Tract 1025, Arlington County, Virginia",2015,10.6624258,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2015,10.6624258,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2015,10.6624258,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2015,10.6624258,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2015,10.6624258,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2016,10.14460213,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2016,10.14460213,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2016,10.14460213,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2016,10.14460213,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2016,10.14460213,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2017,12.18188207,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2017,12.18188207,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2017,12.18188207,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2017,12.18188207,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2017,12.18188207,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2018,10.75267918,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2018,10.75267918,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2018,10.75267918,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2018,10.75267918,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2018,10.75267918,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2019,8.790011671,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2019,8.790011671,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2019,8.790011671,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2019,8.790011671,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1025, Arlington County, Virginia",2019,8.790011671,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102500
"Census Tract 1026, Arlington County, Virginia",2015,14.01330928,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2015,14.01330928,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2015,14.01330928,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2015,14.01330928,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2015,14.01330928,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2016,13.06778886,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2016,13.06778886,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2016,13.06778886,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2016,13.06778886,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2016,13.06778886,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2017,14.04316811,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2017,14.04316811,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2017,14.04316811,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2017,14.04316811,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2017,14.04316811,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2018,9.080958115,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2018,9.080958115,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2018,9.080958115,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2018,9.080958115,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2018,9.080958115,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2019,13.13057012,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2019,13.13057012,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2019,13.13057012,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2019,13.13057012,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1026, Arlington County, Virginia",2019,13.13057012,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102600
"Census Tract 1027.01, Arlington County, Virginia",2015,7.531096598,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2015,7.531096598,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2015,7.531096598,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2015,7.531096598,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2015,7.531096598,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2016,12.59776859,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2016,12.59776859,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2016,12.59776859,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2016,12.59776859,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2016,12.59776859,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2017,9.122865313,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2017,9.122865313,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2017,9.122865313,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2017,9.122865313,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2017,9.122865313,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2018,7.800957826,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2018,7.800957826,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2018,7.800957826,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2018,7.800957826,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2018,7.800957826,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2019,8.025357926,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2019,8.025357926,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2019,8.025357926,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2019,8.025357926,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.01, Arlington County, Virginia",2019,8.025357926,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102701
"Census Tract 1027.02, Arlington County, Virginia",2015,7.619820958,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2015,7.619820958,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2015,7.619820958,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2015,7.619820958,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2015,7.619820958,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2016,14.61682158,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2016,14.61682158,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2016,14.61682158,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2016,14.61682158,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2016,14.61682158,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2017,7.76310678,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2017,7.76310678,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2017,7.76310678,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2017,7.76310678,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2017,7.76310678,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2018,8.32274914,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2018,8.32274914,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2018,8.32274914,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2018,8.32274914,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2018,8.32274914,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2019,8.044426998,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2019,8.044426998,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2019,8.044426998,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2019,8.044426998,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1027.02, Arlington County, Virginia",2019,8.044426998,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102702
"Census Tract 1028.01, Arlington County, Virginia",2015,6.376984422,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2015,6.376984422,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2015,6.376984422,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2015,6.376984422,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2015,6.376984422,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2016,16.34962228,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2016,16.34962228,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2016,16.34962228,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2016,16.34962228,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2016,16.34962228,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2017,7.982344882,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2017,7.982344882,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2017,7.982344882,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2017,7.982344882,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2017,7.982344882,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2018,7.433357632,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2018,7.433357632,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2018,7.433357632,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2018,7.433357632,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2018,7.433357632,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2019,8.05544714,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2019,8.05544714,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2019,8.05544714,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2019,8.05544714,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.01, Arlington County, Virginia",2019,8.05544714,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102801
"Census Tract 1028.02, Arlington County, Virginia",2015,7.025107066,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2015,7.025107066,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2015,7.025107066,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2015,7.025107066,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2015,7.025107066,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2016,13.19087832,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2016,13.19087832,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2016,13.19087832,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2016,13.19087832,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2016,13.19087832,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2017,7.120163269,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2017,7.120163269,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2017,7.120163269,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2017,7.120163269,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2017,7.120163269,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2018,7.644811456,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2018,7.644811456,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2018,7.644811456,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2018,7.644811456,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2018,7.644811456,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2019,7.46623319,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2019,7.46623319,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2019,7.46623319,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2019,7.46623319,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1028.02, Arlington County, Virginia",2019,7.46623319,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102802
"Census Tract 1029.01, Arlington County, Virginia",2015,6.79158473,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2015,6.79158473,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2015,6.79158473,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2015,6.79158473,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2015,6.79158473,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2016,13.12944042,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2016,13.12944042,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2016,13.12944042,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2016,13.12944042,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2016,13.12944042,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2017,7.86164768,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2017,7.86164768,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2017,7.86164768,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2017,7.86164768,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2017,7.86164768,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2018,7.334035502,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2018,7.334035502,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2018,7.334035502,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2018,7.334035502,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2018,7.334035502,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2019,8.776327011,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2019,8.776327011,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2019,8.776327011,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2019,8.776327011,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.01, Arlington County, Virginia",2019,8.776327011,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102901
"Census Tract 1029.02, Arlington County, Virginia",2015,8.404715506,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2015,8.404715506,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2015,8.404715506,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2015,8.404715506,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2015,8.404715506,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2016,11.01579046,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2016,11.01579046,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2016,11.01579046,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2016,11.01579046,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2016,11.01579046,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2017,8.733521995,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2017,8.733521995,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2017,8.733521995,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2017,8.733521995,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2017,8.733521995,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2018,7.544504795,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2018,7.544504795,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2018,7.544504795,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2018,7.544504795,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2018,7.544504795,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2019,7.026867866,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2019,7.026867866,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2019,7.026867866,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2019,7.026867866,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1029.02, Arlington County, Virginia",2019,7.026867866,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013102902
"Census Tract 1030, Arlington County, Virginia",2015,10.82274056,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013103000
"Census Tract 1030, Arlington County, Virginia",2015,10.82274056,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013103000
"Census Tract 1030, Arlington County, Virginia",2015,10.82274056,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013103000
"Census Tract 1030, Arlington County, Virginia",2015,10.82274056,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013103000
"Census Tract 1030, Arlington County, Virginia",2015,10.82274056,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013103000
